"country","data_source","cohort_from","cohort_to","edu_eurrep","edu_from","edu_to","sex","origin","stat","value"
"Chile","Census 2002",1920,1920,"Level 1","ISCED0","ISCED1","F","Total","parity_7",202
"Chile","Census 2002",1920,1920,"Level 1","ISCED0","ISCED1","F","Total","parity_8",880
"Chile","Census 2002",1920,1920,"Level 1","ISCED0","ISCED1","F","Total","parity_unknown",86
"Chile","Census 2002",1920,1920,"Level 1","ISCED0","ISCED1","F","Total","women_total",2689
"Chile","Census 2002",1920,1920,"Level 1","ISCED2C","ISCED2A","F","Total","children_total",33738
"Chile","Census 2002",1920,1920,"Level 1","ISCED2C","ISCED2A","F","Total","parity_0",823
"Chile","Census 2002",1920,1920,"Level 1","ISCED2C","ISCED2A","F","Total","parity_1",895
"Chile","Census 2002",1920,1920,"Level 1","ISCED2C","ISCED2A","F","Total","parity_2",879
"Chile","Census 2002",1920,1920,"Level 1","ISCED2C","ISCED2A","F","Total","parity_3",886
"Chile","Census 2002",1920,1920,"Level 1","ISCED2C","ISCED2A","F","Total","parity_4",813
"Chile","Census 2002",1920,1920,"Level 1","ISCED2C","ISCED2A","F","Total","parity_5",692
"Chile","Census 2002",1920,1920,"Level 1","ISCED2C","ISCED2A","F","Total","parity_6",575
"Chile","Census 2002",1920,1920,"Level 1","ISCED2C","ISCED2A","F","Total","parity_7",445
"Chile","Census 2002",1920,1920,"Level 1","ISCED2C","ISCED2A","F","Total","parity_8",1482
"Chile","Census 2002",1920,1920,"Level 1","ISCED2C","ISCED2A","F","Total","parity_unknown",247
"Chile","Census 2002",1920,1920,"Level 1","ISCED2C","ISCED2A","F","Total","women_total",7737
"Chile","Census 2002",1920,1920,"Level 2","ISCED3C","ISCED4A","F","Total","children_total",14519
"Chile","Census 2002",1920,1920,"Level 2","ISCED3C","ISCED4A","F","Total","parity_0",662
"Chile","Census 2002",1920,1920,"Level 2","ISCED3C","ISCED4A","F","Total","parity_1",555
"Chile","Census 2002",1920,1920,"Level 2","ISCED3C","ISCED4A","F","Total","parity_2",822
"Chile","Census 2002",1920,1920,"Level 2","ISCED3C","ISCED4A","F","Total","parity_3",731
"Chile","Census 2002",1920,1920,"Level 2","ISCED3C","ISCED4A","F","Total","parity_4",612
"Chile","Census 2002",1920,1920,"Level 2","ISCED3C","ISCED4A","F","Total","parity_5",385
"Chile","Census 2002",1920,1920,"Level 2","ISCED3C","ISCED4A","F","Total","parity_6",211
"Chile","Census 2002",1920,1920,"Level 2","ISCED3C","ISCED4A","F","Total","parity_7",162
"Chile","Census 2002",1920,1920,"Level 2","ISCED3C","ISCED4A","F","Total","parity_8",340
"Chile","Census 2002",1920,1920,"Level 2","ISCED3C","ISCED4A","F","Total","parity_unknown",157
"Chile","Census 2002",1920,1920,"Level 2","ISCED3C","ISCED4A","F","Total","women_total",4637
"Chile","Census 2002",1920,1920,"Level 4","ISCED5B","ISCED6","F","Total","children_total",1737
"Chile","Census 2002",1920,1920,"Level 4","ISCED5B","ISCED6","F","Total","parity_0",145
"Chile","Census 2002",1920,1920,"Level 4","ISCED5B","ISCED6","F","Total","parity_1",80
"Chile","Census 2002",1920,1920,"Level 4","ISCED5B","ISCED6","F","Total","parity_2",145
"Chile","Census 2002",1920,1920,"Level 4","ISCED5B","ISCED6","F","Total","parity_3",122
"Chile","Census 2002",1920,1920,"Level 4","ISCED5B","ISCED6","F","Total","parity_4",77
"Chile","Census 2002",1920,1920,"Level 4","ISCED5B","ISCED6","F","Total","parity_5",44
"Chile","Census 2002",1920,1920,"Level 4","ISCED5B","ISCED6","F","Total","parity_6",25
"Chile","Census 2002",1920,1920,"Level 4","ISCED5B","ISCED6","F","Total","parity_7",9
"Chile","Census 2002",1920,1920,"Level 4","ISCED5B","ISCED6","F","Total","parity_8",27
"Chile","Census 2002",1920,1920,"Level 4","ISCED5B","ISCED6","F","Total","parity_unknown",39
"Chile","Census 2002",1920,1920,"Level 4","ISCED5B","ISCED6","F","Total","women_total",713
"Chile","Census 2002",1921,1921,"Level 1","ISCED0","ISCED1","F","Total","children_total",19414
"Chile","Census 2002",1921,1921,"Level 1","ISCED0","ISCED1","F","Total","parity_0",369
"Chile","Census 2002",1921,1921,"Level 1","ISCED0","ISCED1","F","Total","parity_1",347
"Chile","Census 2002",1921,1921,"Level 1","ISCED0","ISCED1","F","Total","parity_2",329
"Chile","Census 2002",1921,1921,"Level 1","ISCED0","ISCED1","F","Total","parity_3",279
"Chile","Census 2002",1921,1921,"Level 1","ISCED0","ISCED1","F","Total","parity_4",305
"Chile","Census 2002",1921,1921,"Level 1","ISCED0","ISCED1","F","Total","parity_5",314
"Chile","Census 2002",1921,1921,"Level 1","ISCED0","ISCED1","F","Total","parity_6",278
"Chile","Census 2002",1921,1921,"Level 1","ISCED0","ISCED1","F","Total","parity_7",283
"Chile","Census 2002",1921,1921,"Level 1","ISCED0","ISCED1","F","Total","parity_8",1068
"Chile","Census 2002",1921,1921,"Level 1","ISCED0","ISCED1","F","Total","parity_unknown",171
"Chile","Census 2002",1921,1921,"Level 1","ISCED0","ISCED1","F","Total","women_total",3743
"Chile","Census 2002",1921,1921,"Level 1","ISCED2C","ISCED2A","F","Total","children_total",41872
"Chile","Census 2002",1921,1921,"Level 1","ISCED2C","ISCED2A","F","Total","parity_0",1167
"Chile","Census 2002",1921,1921,"Level 1","ISCED2C","ISCED2A","F","Total","parity_1",1128
"Chile","Census 2002",1921,1921,"Level 1","ISCED2C","ISCED2A","F","Total","parity_2",1180
"Chile","Census 2002",1921,1921,"Level 1","ISCED2C","ISCED2A","F","Total","parity_3",1122
"Chile","Census 2002",1921,1921,"Level 1","ISCED2C","ISCED2A","F","Total","parity_4",1009
"Chile","Census 2002",1921,1921,"Level 1","ISCED2C","ISCED2A","F","Total","parity_5",795
"Chile","Census 2002",1921,1921,"Level 1","ISCED2C","ISCED2A","F","Total","parity_6",650
"Chile","Census 2002",1921,1921,"Level 1","ISCED2C","ISCED2A","F","Total","parity_7",616
"Chile","Census 2002",1921,1921,"Level 1","ISCED2C","ISCED2A","F","Total","parity_8",1830
"Chile","Census 2002",1921,1921,"Level 1","ISCED2C","ISCED2A","F","Total","parity_unknown",452
"Chile","Census 2002",1921,1921,"Level 1","ISCED2C","ISCED2A","F","Total","women_total",9949
"Chile","Census 2002",1921,1921,"Level 2","ISCED3C","ISCED4A","F","Total","children_total",19438
"Chile","Census 2002",1921,1921,"Level 2","ISCED3C","ISCED4A","F","Total","parity_0",1117
"Chile","Census 2002",1921,1921,"Level 2","ISCED3C","ISCED4A","F","Total","parity_1",844
"Chile","Census 2002",1921,1921,"Level 2","ISCED3C","ISCED4A","F","Total","parity_2",1138
"Chile","Census 2002",1921,1921,"Level 2","ISCED3C","ISCED4A","F","Total","parity_3",1114
"Chile","Census 2002",1921,1921,"Level 2","ISCED3C","ISCED4A","F","Total","parity_4",808
"Chile","Census 2002",1921,1921,"Level 2","ISCED3C","ISCED4A","F","Total","parity_5",500
"Chile","Census 2002",1921,1921,"Level 2","ISCED3C","ISCED4A","F","Total","parity_6",321
"Chile","Census 2002",1921,1921,"Level 2","ISCED3C","ISCED4A","F","Total","parity_7",194
"Chile","Census 2002",1921,1921,"Level 2","ISCED3C","ISCED4A","F","Total","parity_8",408
"Chile","Census 2002",1921,1921,"Level 2","ISCED3C","ISCED4A","F","Total","parity_unknown",320
"Chile","Census 2002",1921,1921,"Level 2","ISCED3C","ISCED4A","F","Total","women_total",6764
"Chile","Census 2002",1921,1921,"Level 4","ISCED5B","ISCED6","F","Total","children_total",2592
"Chile","Census 2002",1921,1921,"Level 4","ISCED5B","ISCED6","F","Total","parity_0",252
"Chile","Census 2002",1921,1921,"Level 4","ISCED5B","ISCED6","F","Total","parity_1",154
"Chile","Census 2002",1921,1921,"Level 4","ISCED5B","ISCED6","F","Total","parity_2",214
"Chile","Census 2002",1921,1921,"Level 4","ISCED5B","ISCED6","F","Total","parity_3",190
"Chile","Census 2002",1921,1921,"Level 4","ISCED5B","ISCED6","F","Total","parity_4",133
"Chile","Census 2002",1921,1921,"Level 4","ISCED5B","ISCED6","F","Total","parity_5",65
"Chile","Census 2002",1921,1921,"Level 4","ISCED5B","ISCED6","F","Total","parity_6",35
"Chile","Census 2002",1921,1921,"Level 4","ISCED5B","ISCED6","F","Total","parity_7",14
"Chile","Census 2002",1921,1921,"Level 4","ISCED5B","ISCED6","F","Total","parity_8",30
"Chile","Census 2002",1921,1921,"Level 4","ISCED5B","ISCED6","F","Total","parity_unknown",80
"Chile","Census 2002",1921,1921,"Level 4","ISCED5B","ISCED6","F","Total","women_total",1167
"Chile","Census 2002",1922,1922,"Level 1","ISCED0","ISCED1","F","Total","children_total",20029
"Chile","Census 2002",1922,1922,"Level 1","ISCED0","ISCED1","F","Total","parity_0",254
"Chile","Census 2002",1922,1922,"Level 1","ISCED0","ISCED1","F","Total","parity_1",270
"Chile","Census 2002",1922,1922,"Level 1","ISCED0","ISCED1","F","Total","parity_2",240
"Chile","Census 2002",1922,1922,"Level 1","ISCED0","ISCED1","F","Total","parity_3",285
"Chile","Census 2002",1922,1922,"Level 1","ISCED0","ISCED1","F","Total","parity_4",258
"Chile","Census 2002",1922,1922,"Level 1","ISCED0","ISCED1","F","Total","parity_5",276
"Chile","Census 2002",1922,1922,"Level 1","ISCED0","ISCED1","F","Total","parity_6",273
"Chile","Census 2002",1922,1922,"Level 1","ISCED0","ISCED1","F","Total","parity_7",270
"Chile","Census 2002",1922,1922,"Level 1","ISCED0","ISCED1","F","Total","parity_8",1175
"Chile","Census 2002",1922,1922,"Level 1","ISCED0","ISCED1","F","Total","parity_unknown",94
"Chile","Census 2002",1922,1922,"Level 1","ISCED0","ISCED1","F","Total","women_total",3395
"Chile","Census 2002",1922,1922,"Level 1","ISCED2C","ISCED2A","F","Total","children_total",42844
"Chile","Census 2002",1922,1922,"Level 1","ISCED2C","ISCED2A","F","Total","parity_0",890
"Chile","Census 2002",1922,1922,"Level 1","ISCED2C","ISCED2A","F","Total","parity_1",998
"Chile","Census 2002",1922,1922,"Level 1","ISCED2C","ISCED2A","F","Total","parity_2",1015
"Chile","Census 2002",1922,1922,"Level 1","ISCED2C","ISCED2A","F","Total","parity_3",1027
"Chile","Census 2002",1922,1922,"Level 1","ISCED2C","ISCED2A","F","Total","parity_4",987
"Chile","Census 2002",1922,1922,"Level 1","ISCED2C","ISCED2A","F","Total","parity_5",790
"Chile","Census 2002",1922,1922,"Level 1","ISCED2C","ISCED2A","F","Total","parity_6",705
"Chile","Census 2002",1922,1922,"Level 1","ISCED2C","ISCED2A","F","Total","parity_7",608
"Chile","Census 2002",1922,1922,"Level 1","ISCED2C","ISCED2A","F","Total","parity_8",1992
"Chile","Census 2002",1922,1922,"Level 1","ISCED2C","ISCED2A","F","Total","parity_unknown",216
"Chile","Census 2002",1922,1922,"Level 1","ISCED2C","ISCED2A","F","Total","women_total",9228
"Chile","Census 2002",1922,1922,"Level 2","ISCED3C","ISCED4A","F","Total","children_total",17583
"Chile","Census 2002",1922,1922,"Level 2","ISCED3C","ISCED4A","F","Total","parity_0",790
"Chile","Census 2002",1922,1922,"Level 2","ISCED3C","ISCED4A","F","Total","parity_1",612
"Chile","Census 2002",1922,1922,"Level 2","ISCED3C","ISCED4A","F","Total","parity_2",918
"Chile","Census 2002",1922,1922,"Level 2","ISCED3C","ISCED4A","F","Total","parity_3",932
"Chile","Census 2002",1922,1922,"Level 2","ISCED3C","ISCED4A","F","Total","parity_4",703
"Chile","Census 2002",1922,1922,"Level 2","ISCED3C","ISCED4A","F","Total","parity_5",529
"Chile","Census 2002",1922,1922,"Level 2","ISCED3C","ISCED4A","F","Total","parity_6",295
"Chile","Census 2002",1922,1922,"Level 2","ISCED3C","ISCED4A","F","Total","parity_7",190
"Chile","Census 2002",1922,1922,"Level 2","ISCED3C","ISCED4A","F","Total","parity_8",391
"Chile","Census 2002",1922,1922,"Level 2","ISCED3C","ISCED4A","F","Total","parity_unknown",165
"Chile","Census 2002",1922,1922,"Level 2","ISCED3C","ISCED4A","F","Total","women_total",5525
"Chile","Census 2002",1922,1922,"Level 4","ISCED5B","ISCED6","F","Total","children_total",2106
"Chile","Census 2002",1922,1922,"Level 4","ISCED5B","ISCED6","F","Total","parity_0",159
"Chile","Census 2002",1922,1922,"Level 4","ISCED5B","ISCED6","F","Total","parity_1",69
"Chile","Census 2002",1922,1922,"Level 4","ISCED5B","ISCED6","F","Total","parity_2",170
"Chile","Census 2002",1922,1922,"Level 4","ISCED5B","ISCED6","F","Total","parity_3",155
"Chile","Census 2002",1922,1922,"Level 4","ISCED5B","ISCED6","F","Total","parity_4",86
"Chile","Census 2002",1922,1922,"Level 4","ISCED5B","ISCED6","F","Total","parity_5",60
"Chile","Census 2002",1922,1922,"Level 4","ISCED5B","ISCED6","F","Total","parity_6",29
"Chile","Census 2002",1922,1922,"Level 4","ISCED5B","ISCED6","F","Total","parity_7",21
"Chile","Census 2002",1922,1922,"Level 4","ISCED5B","ISCED6","F","Total","parity_8",27
"Chile","Census 2002",1922,1922,"Level 4","ISCED5B","ISCED6","F","Total","parity_unknown",38
"Chile","Census 2002",1922,1922,"Level 4","ISCED5B","ISCED6","F","Total","women_total",814
"Chile","Census 2002",1923,1923,"Level 1","ISCED0","ISCED1","F","Total","children_total",27130
"Chile","Census 2002",1923,1923,"Level 1","ISCED0","ISCED1","F","Total","parity_0",383
"Chile","Census 2002",1923,1923,"Level 1","ISCED0","ISCED1","F","Total","parity_1",389
"Chile","Census 2002",1923,1923,"Level 1","ISCED0","ISCED1","F","Total","parity_2",349
"Chile","Census 2002",1923,1923,"Level 1","ISCED0","ISCED1","F","Total","parity_3",346
"Chile","Census 2002",1923,1923,"Level 1","ISCED0","ISCED1","F","Total","parity_4",375
"Chile","Census 2002",1923,1923,"Level 1","ISCED0","ISCED1","F","Total","parity_5",403
"Chile","Census 2002",1923,1923,"Level 1","ISCED0","ISCED1","F","Total","parity_6",385
"Chile","Census 2002",1923,1923,"Level 1","ISCED0","ISCED1","F","Total","parity_7",374
"Chile","Census 2002",1923,1923,"Level 1","ISCED0","ISCED1","F","Total","parity_8",1583
"Chile","Census 2002",1923,1923,"Level 1","ISCED0","ISCED1","F","Total","parity_unknown",160
"Chile","Census 2002",1923,1923,"Level 1","ISCED0","ISCED1","F","Total","women_total",4747
"Chile","Census 2002",1923,1923,"Level 1","ISCED2C","ISCED2A","F","Total","children_total",54930
"Chile","Census 2002",1923,1923,"Level 1","ISCED2C","ISCED2A","F","Total","parity_0",1293
"Chile","Census 2002",1923,1923,"Level 1","ISCED2C","ISCED2A","F","Total","parity_1",1134
"Chile","Census 2002",1923,1923,"Level 1","ISCED2C","ISCED2A","F","Total","parity_2",1328
"Chile","Census 2002",1923,1923,"Level 1","ISCED2C","ISCED2A","F","Total","parity_3",1310
"Chile","Census 2002",1923,1923,"Level 1","ISCED2C","ISCED2A","F","Total","parity_4",1199
"Chile","Census 2002",1923,1923,"Level 1","ISCED2C","ISCED2A","F","Total","parity_5",1038
"Chile","Census 2002",1923,1923,"Level 1","ISCED2C","ISCED2A","F","Total","parity_6",886
"Chile","Census 2002",1923,1923,"Level 1","ISCED2C","ISCED2A","F","Total","parity_7",772
"Chile","Census 2002",1923,1923,"Level 1","ISCED2C","ISCED2A","F","Total","parity_8",2579
"Chile","Census 2002",1923,1923,"Level 1","ISCED2C","ISCED2A","F","Total","parity_unknown",297
"Chile","Census 2002",1923,1923,"Level 1","ISCED2C","ISCED2A","F","Total","women_total",11836
"Chile","Census 2002",1923,1923,"Level 2","ISCED3C","ISCED4A","F","Total","children_total",21979
"Chile","Census 2002",1923,1923,"Level 2","ISCED3C","ISCED4A","F","Total","parity_0",1049
"Chile","Census 2002",1923,1923,"Level 2","ISCED3C","ISCED4A","F","Total","parity_1",781
"Chile","Census 2002",1923,1923,"Level 2","ISCED3C","ISCED4A","F","Total","parity_2",1144
"Chile","Census 2002",1923,1923,"Level 2","ISCED3C","ISCED4A","F","Total","parity_3",1138
"Chile","Census 2002",1923,1923,"Level 2","ISCED3C","ISCED4A","F","Total","parity_4",960
"Chile","Census 2002",1923,1923,"Level 2","ISCED3C","ISCED4A","F","Total","parity_5",571
"Chile","Census 2002",1923,1923,"Level 2","ISCED3C","ISCED4A","F","Total","parity_6",346
"Chile","Census 2002",1923,1923,"Level 2","ISCED3C","ISCED4A","F","Total","parity_7",253
"Chile","Census 2002",1923,1923,"Level 2","ISCED3C","ISCED4A","F","Total","parity_8",505
"Chile","Census 2002",1923,1923,"Level 2","ISCED3C","ISCED4A","F","Total","parity_unknown",222
"Chile","Census 2002",1923,1923,"Level 2","ISCED3C","ISCED4A","F","Total","women_total",6969
"Chile","Census 2002",1923,1923,"Level 4","ISCED5B","ISCED6","F","Total","children_total",2432
"Chile","Census 2002",1923,1923,"Level 4","ISCED5B","ISCED6","F","Total","parity_0",208
"Chile","Census 2002",1923,1923,"Level 4","ISCED5B","ISCED6","F","Total","parity_1",113
"Chile","Census 2002",1923,1923,"Level 4","ISCED5B","ISCED6","F","Total","parity_2",184
"Chile","Census 2002",1923,1923,"Level 4","ISCED5B","ISCED6","F","Total","parity_3",168
"Chile","Census 2002",1923,1923,"Level 4","ISCED5B","ISCED6","F","Total","parity_4",117
"Chile","Census 2002",1923,1923,"Level 4","ISCED5B","ISCED6","F","Total","parity_5",71
"Chile","Census 2002",1923,1923,"Level 4","ISCED5B","ISCED6","F","Total","parity_6",37
"Chile","Census 2002",1923,1923,"Level 4","ISCED5B","ISCED6","F","Total","parity_7",22
"Chile","Census 2002",1923,1923,"Level 4","ISCED5B","ISCED6","F","Total","parity_8",26
"Chile","Census 2002",1923,1923,"Level 4","ISCED5B","ISCED6","F","Total","parity_unknown",49
"Chile","Census 2002",1923,1923,"Level 4","ISCED5B","ISCED6","F","Total","women_total",995
"Chile","Census 2002",1924,1924,"Level 1","ISCED0","ISCED1","F","Total","children_total",24231
"Chile","Census 2002",1924,1924,"Level 1","ISCED0","ISCED1","F","Total","parity_0",328
"Chile","Census 2002",1924,1924,"Level 1","ISCED0","ISCED1","F","Total","parity_1",348
"Chile","Census 2002",1924,1924,"Level 1","ISCED0","ISCED1","F","Total","parity_2",301
"Chile","Census 2002",1924,1924,"Level 1","ISCED0","ISCED1","F","Total","parity_3",322
"Chile","Census 2002",1924,1924,"Level 1","ISCED0","ISCED1","F","Total","parity_4",350
"Chile","Census 2002",1924,1924,"Level 1","ISCED0","ISCED1","F","Total","parity_5",326
"Chile","Census 2002",1924,1924,"Level 1","ISCED0","ISCED1","F","Total","parity_6",346
"Chile","Census 2002",1924,1924,"Level 1","ISCED0","ISCED1","F","Total","parity_7",329
"Chile","Census 2002",1924,1924,"Level 1","ISCED0","ISCED1","F","Total","parity_8",1410
"Chile","Census 2002",1924,1924,"Level 1","ISCED0","ISCED1","F","Total","parity_unknown",118
"Chile","Census 2002",1924,1924,"Level 1","ISCED0","ISCED1","F","Total","women_total",4178
"Chile","Census 2002",1924,1924,"Level 1","ISCED2C","ISCED2A","F","Total","children_total",54734
"Chile","Census 2002",1924,1924,"Level 1","ISCED2C","ISCED2A","F","Total","parity_0",1119
"Chile","Census 2002",1924,1924,"Level 1","ISCED2C","ISCED2A","F","Total","parity_1",1122
"Chile","Census 2002",1924,1924,"Level 1","ISCED2C","ISCED2A","F","Total","parity_2",1201
"Chile","Census 2002",1924,1924,"Level 1","ISCED2C","ISCED2A","F","Total","parity_3",1293
"Chile","Census 2002",1924,1924,"Level 1","ISCED2C","ISCED2A","F","Total","parity_4",1226
"Chile","Census 2002",1924,1924,"Level 1","ISCED2C","ISCED2A","F","Total","parity_5",1050
"Chile","Census 2002",1924,1924,"Level 1","ISCED2C","ISCED2A","F","Total","parity_6",864
"Chile","Census 2002",1924,1924,"Level 1","ISCED2C","ISCED2A","F","Total","parity_7",788
"Chile","Census 2002",1924,1924,"Level 1","ISCED2C","ISCED2A","F","Total","parity_8",2582
"Chile","Census 2002",1924,1924,"Level 1","ISCED2C","ISCED2A","F","Total","parity_unknown",273
"Chile","Census 2002",1924,1924,"Level 1","ISCED2C","ISCED2A","F","Total","women_total",11518
"Chile","Census 2002",1924,1924,"Level 2","ISCED3C","ISCED4A","F","Total","children_total",22321
"Chile","Census 2002",1924,1924,"Level 2","ISCED3C","ISCED4A","F","Total","parity_0",939
"Chile","Census 2002",1924,1924,"Level 2","ISCED3C","ISCED4A","F","Total","parity_1",679
"Chile","Census 2002",1924,1924,"Level 2","ISCED3C","ISCED4A","F","Total","parity_2",1060
"Chile","Census 2002",1924,1924,"Level 2","ISCED3C","ISCED4A","F","Total","parity_3",1165
"Chile","Census 2002",1924,1924,"Level 2","ISCED3C","ISCED4A","F","Total","parity_4",940
"Chile","Census 2002",1924,1924,"Level 2","ISCED3C","ISCED4A","F","Total","parity_5",593
"Chile","Census 2002",1924,1924,"Level 2","ISCED3C","ISCED4A","F","Total","parity_6",419
"Chile","Census 2002",1924,1924,"Level 2","ISCED3C","ISCED4A","F","Total","parity_7",264
"Chile","Census 2002",1924,1924,"Level 2","ISCED3C","ISCED4A","F","Total","parity_8",510
"Chile","Census 2002",1924,1924,"Level 2","ISCED3C","ISCED4A","F","Total","parity_unknown",198
"Chile","Census 2002",1924,1924,"Level 2","ISCED3C","ISCED4A","F","Total","women_total",6767
"Chile","Census 2002",1924,1924,"Level 4","ISCED5B","ISCED6","F","Total","children_total",2676
"Chile","Census 2002",1924,1924,"Level 4","ISCED5B","ISCED6","F","Total","parity_0",190
"Chile","Census 2002",1924,1924,"Level 4","ISCED5B","ISCED6","F","Total","parity_1",106
"Chile","Census 2002",1924,1924,"Level 4","ISCED5B","ISCED6","F","Total","parity_2",210
"Chile","Census 2002",1924,1924,"Level 4","ISCED5B","ISCED6","F","Total","parity_3",187
"Chile","Census 2002",1924,1924,"Level 4","ISCED5B","ISCED6","F","Total","parity_4",136
"Chile","Census 2002",1924,1924,"Level 4","ISCED5B","ISCED6","F","Total","parity_5",85
"Chile","Census 2002",1924,1924,"Level 4","ISCED5B","ISCED6","F","Total","parity_6",32
"Chile","Census 2002",1924,1924,"Level 4","ISCED5B","ISCED6","F","Total","parity_7",18
"Chile","Census 2002",1924,1924,"Level 4","ISCED5B","ISCED6","F","Total","parity_8",33
"Chile","Census 2002",1924,1924,"Level 4","ISCED5B","ISCED6","F","Total","parity_unknown",51
"Chile","Census 2002",1924,1924,"Level 4","ISCED5B","ISCED6","F","Total","women_total",1048
"Chile","Census 2002",1925,1925,"Level 1","ISCED0","ISCED1","F","Total","children_total",25174
"Chile","Census 2002",1925,1925,"Level 1","ISCED0","ISCED1","F","Total","parity_0",308
"Chile","Census 2002",1925,1925,"Level 1","ISCED0","ISCED1","F","Total","parity_1",373
"Chile","Census 2002",1925,1925,"Level 1","ISCED0","ISCED1","F","Total","parity_2",335
"Chile","Census 2002",1925,1925,"Level 1","ISCED0","ISCED1","F","Total","parity_3",346
"Chile","Census 2002",1925,1925,"Level 1","ISCED0","ISCED1","F","Total","parity_4",366
"Chile","Census 2002",1925,1925,"Level 1","ISCED0","ISCED1","F","Total","parity_5",361
"Chile","Census 2002",1925,1925,"Level 1","ISCED0","ISCED1","F","Total","parity_6",376
"Chile","Census 2002",1925,1925,"Level 1","ISCED0","ISCED1","F","Total","parity_7",329
"Chile","Census 2002",1925,1925,"Level 1","ISCED0","ISCED1","F","Total","parity_8",1451
"Chile","Census 2002",1925,1925,"Level 1","ISCED0","ISCED1","F","Total","parity_unknown",130
"Chile","Census 2002",1925,1925,"Level 1","ISCED0","ISCED1","F","Total","women_total",4375
"Chile","Census 2002",1925,1925,"Level 1","ISCED2C","ISCED2A","F","Total","children_total",63113
"Chile","Census 2002",1925,1925,"Level 1","ISCED2C","ISCED2A","F","Total","parity_0",1304
"Chile","Census 2002",1925,1925,"Level 1","ISCED2C","ISCED2A","F","Total","parity_1",1420
"Chile","Census 2002",1925,1925,"Level 1","ISCED2C","ISCED2A","F","Total","parity_2",1439
"Chile","Census 2002",1925,1925,"Level 1","ISCED2C","ISCED2A","F","Total","parity_3",1520
"Chile","Census 2002",1925,1925,"Level 1","ISCED2C","ISCED2A","F","Total","parity_4",1391
"Chile","Census 2002",1925,1925,"Level 1","ISCED2C","ISCED2A","F","Total","parity_5",1218
"Chile","Census 2002",1925,1925,"Level 1","ISCED2C","ISCED2A","F","Total","parity_6",1051
"Chile","Census 2002",1925,1925,"Level 1","ISCED2C","ISCED2A","F","Total","parity_7",931
"Chile","Census 2002",1925,1925,"Level 1","ISCED2C","ISCED2A","F","Total","parity_8",2933
"Chile","Census 2002",1925,1925,"Level 1","ISCED2C","ISCED2A","F","Total","parity_unknown",281
"Chile","Census 2002",1925,1925,"Level 1","ISCED2C","ISCED2A","F","Total","women_total",13488
"Chile","Census 2002",1925,1925,"Level 2","ISCED3C","ISCED4A","F","Total","children_total",28004
"Chile","Census 2002",1925,1925,"Level 2","ISCED3C","ISCED4A","F","Total","parity_0",1161
"Chile","Census 2002",1925,1925,"Level 2","ISCED3C","ISCED4A","F","Total","parity_1",937
"Chile","Census 2002",1925,1925,"Level 2","ISCED3C","ISCED4A","F","Total","parity_2",1311
"Chile","Census 2002",1925,1925,"Level 2","ISCED3C","ISCED4A","F","Total","parity_3",1455
"Chile","Census 2002",1925,1925,"Level 2","ISCED3C","ISCED4A","F","Total","parity_4",1217
"Chile","Census 2002",1925,1925,"Level 2","ISCED3C","ISCED4A","F","Total","parity_5",709
"Chile","Census 2002",1925,1925,"Level 2","ISCED3C","ISCED4A","F","Total","parity_6",507
"Chile","Census 2002",1925,1925,"Level 2","ISCED3C","ISCED4A","F","Total","parity_7",311
"Chile","Census 2002",1925,1925,"Level 2","ISCED3C","ISCED4A","F","Total","parity_8",661
"Chile","Census 2002",1925,1925,"Level 2","ISCED3C","ISCED4A","F","Total","parity_unknown",178
"Chile","Census 2002",1925,1925,"Level 2","ISCED3C","ISCED4A","F","Total","women_total",8447
"Chile","Census 2002",1925,1925,"Level 4","ISCED5B","ISCED6","F","Total","children_total",3111
"Chile","Census 2002",1925,1925,"Level 4","ISCED5B","ISCED6","F","Total","parity_0",250
"Chile","Census 2002",1925,1925,"Level 4","ISCED5B","ISCED6","F","Total","parity_1",153
"Chile","Census 2002",1925,1925,"Level 4","ISCED5B","ISCED6","F","Total","parity_2",227
"Chile","Census 2002",1925,1925,"Level 4","ISCED5B","ISCED6","F","Total","parity_3",269
"Chile","Census 2002",1925,1925,"Level 4","ISCED5B","ISCED6","F","Total","parity_4",144
"Chile","Census 2002",1925,1925,"Level 4","ISCED5B","ISCED6","F","Total","parity_5",84
"Chile","Census 2002",1925,1925,"Level 4","ISCED5B","ISCED6","F","Total","parity_6",42
"Chile","Census 2002",1925,1925,"Level 4","ISCED5B","ISCED6","F","Total","parity_7",33
"Chile","Census 2002",1925,1925,"Level 4","ISCED5B","ISCED6","F","Total","parity_8",25
"Chile","Census 2002",1925,1925,"Level 4","ISCED5B","ISCED6","F","Total","parity_unknown",46
"Chile","Census 2002",1925,1925,"Level 4","ISCED5B","ISCED6","F","Total","women_total",1273
"Chile","Census 2002",1926,1926,"Level 1","ISCED0","ISCED1","F","Total","children_total",26175
"Chile","Census 2002",1926,1926,"Level 1","ISCED0","ISCED1","F","Total","parity_0",361
"Chile","Census 2002",1926,1926,"Level 1","ISCED0","ISCED1","F","Total","parity_1",410
"Chile","Census 2002",1926,1926,"Level 1","ISCED0","ISCED1","F","Total","parity_2",370
"Chile","Census 2002",1926,1926,"Level 1","ISCED0","ISCED1","F","Total","parity_3",342
"Chile","Census 2002",1926,1926,"Level 1","ISCED0","ISCED1","F","Total","parity_4",365
"Chile","Census 2002",1926,1926,"Level 1","ISCED0","ISCED1","F","Total","parity_5",378
