Country,Region,Urban,Origin,Year1,Year2,Age,AgeInt,AgeDef,Vitality,   ASFR,Collection,SourceType,   RefCode,Note
    USA,     .,    .,     ., 1979, 1979, 40,     1,   ACY,       1,0.02329,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1979, 1979, 41,     1,   ACY,       1,0.01835,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1979, 1979, 42,     1,   ACY,       1,0.01673,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1979, 1979, 43,     1,   ACY,       1,0.01335,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1979, 1979, 44,     1,   ACY,       1,0.01024,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1979, 1979, 45,     1,   ACY,       1,0.00865,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1979, 1979, 46,     1,   ACY,       1,0.00675,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1979, 1979, 47,     1,   ACY,       1,0.00580,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1979, 1979, 48,     1,   ACY,       1,0.00486,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1979, 1979, 49,     1,   ACY,       1,0.00377,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1979, 1979, 50,     1,   ACY,       1,0.00324,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1979, 1979, 51,     1,   ACY,       1,0.00245,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1979, 1979, 52,     1,   ACY,       1,0.00218,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1979, 1979, 53,     1,   ACY,       1,0.00174,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1979, 1979, 54,     1,   ACY,       1,0.00145,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1979, 1979, 55,     1,   ACY,       1,0.00110,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1979, 1979, 56,     1,   ACY,       1,0.00093,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1979, 1979, 57,     1,   ACY,       1,0.00073,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1979, 1979, 58,     1,   ACY,       1,0.00067,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1979, 1979, 59,    99,   ACY,       1,0.00273,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1980, 1980, 15,     1,   ACY,       1,0.00130,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1980, 1980, 16,     1,   ACY,       1,0.00427,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1980, 1980, 17,     1,   ACY,       1,0.01293,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1980, 1980, 18,     1,   ACY,       1,0.03015,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1980, 1980, 19,     1,   ACY,       1,0.04789,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1980, 1980, 20,     1,   ACY,       1,0.06532,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1980, 1980, 21,     1,   ACY,       1,0.08097,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1980, 1980, 22,     1,   ACY,       1,0.09419,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1980, 1980, 23,     1,   ACY,       1,0.10788,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1980, 1980, 24,     1,   ACY,       1,0.11280,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1980, 1980, 25,     1,   ACY,       1,0.12093,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1980, 1980, 26,     1,   ACY,       1,0.12170,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1980, 1980, 27,     1,   ACY,       1,0.12349,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1980, 1980, 28,     1,   ACY,       1,0.12732,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1980, 1980, 29,     1,   ACY,       1,0.11369,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1980, 1980, 30,     1,   ACY,       1,0.10971,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1980, 1980, 31,     1,   ACY,       1,0.09857,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1980, 1980, 32,     1,   ACY,       1,0.08848,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1980, 1980, 33,     1,   ACY,       1,0.08282,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1980, 1980, 34,     1,   ACY,       1,0.06362,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1980, 1980, 35,     1,   ACY,       1,0.05850,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1980, 1980, 36,     1,   ACY,       1,0.04820,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1980, 1980, 37,     1,   ACY,       1,0.04100,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1980, 1980, 38,     1,   ACY,       1,0.03455,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1980, 1980, 39,     1,   ACY,       1,0.02755,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1980, 1980, 40,     1,   ACY,       1,0.02430,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1980, 1980, 41,     1,   ACY,       1,0.01877,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1980, 1980, 42,     1,   ACY,       1,0.01683,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1980, 1980, 43,     1,   ACY,       1,0.01322,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1980, 1980, 44,     1,   ACY,       1,0.01008,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1980, 1980, 45,     1,   ACY,       1,0.00899,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1980, 1980, 46,     1,   ACY,       1,0.00687,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1980, 1980, 47,     1,   ACY,       1,0.00563,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1980, 1980, 48,     1,   ACY,       1,0.00493,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1980, 1980, 49,     1,   ACY,       1,0.00369,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1980, 1980, 50,     1,   ACY,       1,0.00332,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1980, 1980, 51,     1,   ACY,       1,0.00228,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1980, 1980, 52,     1,   ACY,       1,0.00228,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1980, 1980, 53,     1,   ACY,       1,0.00168,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1980, 1980, 54,     1,   ACY,       1,0.00142,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1980, 1980, 55,     1,   ACY,       1,0.00110,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1980, 1980, 56,     1,   ACY,       1,0.00099,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1980, 1980, 57,     1,   ACY,       1,0.00082,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1980, 1980, 58,     1,   ACY,       1,0.00071,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1980, 1980, 59,    99,   ACY,       1,0.00272,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1981, 1981, 15,     1,   ACY,       1,0.00129,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1981, 1981, 16,     1,   ACY,       1,0.00422,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1981, 1981, 17,     1,   ACY,       1,0.01265,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1981, 1981, 18,     1,   ACY,       1,0.02887,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1981, 1981, 19,     1,   ACY,       1,0.04523,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1981, 1981, 20,     1,   ACY,       1,0.06285,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1981, 1981, 21,     1,   ACY,       1,0.07929,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1981, 1981, 22,     1,   ACY,       1,0.09019,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1981, 1981, 23,     1,   ACY,       1,0.10405,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1981, 1981, 24,     1,   ACY,       1,0.10916,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1981, 1981, 25,     1,   ACY,       1,0.11599,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1981, 1981, 26,     1,   ACY,       1,0.11982,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1981, 1981, 27,     1,   ACY,       1,0.12059,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1981, 1981, 28,     1,   ACY,       1,0.12442,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1981, 1981, 29,     1,   ACY,       1,0.11099,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1981, 1981, 30,     1,   ACY,       1,0.10904,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1981, 1981, 31,     1,   ACY,       1,0.10067,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1981, 1981, 32,     1,   ACY,       1,0.08925,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1981, 1981, 33,     1,   ACY,       1,0.07782,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1981, 1981, 34,     1,   ACY,       1,0.06986,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1981, 1981, 35,     1,   ACY,       1,0.05655,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1981, 1981, 36,     1,   ACY,       1,0.04992,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1981, 1981, 37,     1,   ACY,       1,0.04054,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1981, 1981, 38,     1,   ACY,       1,0.03611,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1981, 1981, 39,     1,   ACY,       1,0.02722,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1981, 1981, 40,     1,   ACY,       1,0.02373,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1981, 1981, 41,     1,   ACY,       1,0.01928,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1981, 1981, 42,     1,   ACY,       1,0.01652,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1981, 1981, 43,     1,   ACY,       1,0.01333,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1981, 1981, 44,     1,   ACY,       1,0.01003,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1981, 1981, 45,     1,   ACY,       1,0.00896,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1981, 1981, 46,     1,   ACY,       1,0.00707,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1981, 1981, 47,     1,   ACY,       1,0.00577,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1981, 1981, 48,     1,   ACY,       1,0.00492,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1981, 1981, 49,     1,   ACY,       1,0.00372,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1981, 1981, 50,     1,   ACY,       1,0.00330,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1981, 1981, 51,     1,   ACY,       1,0.00247,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1981, 1981, 52,     1,   ACY,       1,0.00223,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1981, 1981, 53,     1,   ACY,       1,0.00171,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1981, 1981, 54,     1,   ACY,       1,0.00136,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1981, 1981, 55,     1,   ACY,       1,0.00126,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1981, 1981, 56,     1,   ACY,       1,0.00101,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1981, 1981, 57,     1,   ACY,       1,0.00082,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1981, 1981, 58,     1,   ACY,       1,0.00066,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1981, 1981, 59,    99,   ACY,       1,0.00290,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1982, 1982, 15,     1,   ACY,       1,0.00145,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1982, 1982, 16,     1,   ACY,       1,0.00449,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1982, 1982, 17,     1,   ACY,       1,0.01309,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1982, 1982, 18,     1,   ACY,       1,0.02860,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1982, 1982, 19,     1,   ACY,       1,0.04436,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1982, 1982, 20,     1,   ACY,       1,0.06001,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1982, 1982, 21,     1,   ACY,       1,0.07710,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1982, 1982, 22,     1,   ACY,       1,0.08929,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1982, 1982, 23,     1,   ACY,       1,0.10176,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1982, 1982, 24,     1,   ACY,       1,0.10737,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1982, 1982, 25,     1,   ACY,       1,0.11423,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1982, 1982, 26,     1,   ACY,       1,0.11829,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1982, 1982, 27,     1,   ACY,       1,0.11886,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1982, 1982, 28,     1,   ACY,       1,0.12339,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1982, 1982, 29,     1,   ACY,       1,0.11025,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1982, 1982, 30,     1,   ACY,       1,0.10753,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1982, 1982, 31,     1,   ACY,       1,0.10016,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1982, 1982, 32,     1,   ACY,       1,0.09163,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1982, 1982, 33,     1,   ACY,       1,0.07979,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1982, 1982, 34,     1,   ACY,       1,0.06662,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1982, 1982, 35,     1,   ACY,       1,0.06217,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1982, 1982, 36,     1,   ACY,       1,0.04959,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1982, 1982, 37,     1,   ACY,       1,0.04288,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1982, 1982, 38,     1,   ACY,       1,0.03624,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1982, 1982, 39,     1,   ACY,       1,0.02851,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1982, 1982, 40,     1,   ACY,       1,0.02328,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1982, 1982, 41,     1,   ACY,       1,0.01994,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1982, 1982, 42,     1,   ACY,       1,0.01818,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1982, 1982, 43,     1,   ACY,       1,0.01352,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1982, 1982, 44,     1,   ACY,       1,0.01022,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1982, 1982, 45,     1,   ACY,       1,0.00891,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1982, 1982, 46,     1,   ACY,       1,0.00720,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1982, 1982, 47,     1,   ACY,       1,0.00586,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1982, 1982, 48,     1,   ACY,       1,0.00509,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1982, 1982, 49,     1,   ACY,       1,0.00387,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1982, 1982, 50,     1,   ACY,       1,0.00326,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1982, 1982, 51,     1,   ACY,       1,0.00256,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1982, 1982, 52,     1,   ACY,       1,0.00242,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1982, 1982, 53,     1,   ACY,       1,0.00181,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1982, 1982, 54,     1,   ACY,       1,0.00147,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1982, 1982, 55,     1,   ACY,       1,0.00114,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1982, 1982, 56,     1,   ACY,       1,0.00103,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1982, 1982, 57,     1,   ACY,       1,0.00082,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1982, 1982, 58,     1,   ACY,       1,0.00074,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1982, 1982, 59,    99,   ACY,       1,0.00298,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1983, 1983, 15,     1,   ACY,       1,0.00148,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1983, 1983, 16,     1,   ACY,       1,0.00443,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1983, 1983, 17,     1,   ACY,       1,0.01301,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1983, 1983, 18,     1,   ACY,       1,0.02789,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1983, 1983, 19,     1,   ACY,       1,0.04293,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1983, 1983, 20,     1,   ACY,       1,0.05777,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1983, 1983, 21,     1,   ACY,       1,0.07317,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1983, 1983, 22,     1,   ACY,       1,0.08536,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1983, 1983, 23,     1,   ACY,       1,0.09776,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1983, 1983, 24,     1,   ACY,       1,0.10158,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1983, 1983, 25,     1,   ACY,       1,0.10957,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1983, 1983, 26,     1,   ACY,       1,0.11279,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1983, 1983, 27,     1,   ACY,       1,0.11501,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1983, 1983, 28,     1,   ACY,       1,0.12012,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1983, 1983, 29,     1,   ACY,       1,0.10694,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1983, 1983, 30,     1,   ACY,       1,0.10479,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1983, 1983, 31,     1,   ACY,       1,0.09710,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1983, 1983, 32,     1,   ACY,       1,0.09031,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1983, 1983, 33,     1,   ACY,       1,0.08127,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1983, 1983, 34,     1,   ACY,       1,0.06737,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1983, 1983, 35,     1,   ACY,       1,0.05852,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1983, 1983, 36,     1,   ACY,       1,0.05344,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1983, 1983, 37,     1,   ACY,       1,0.04126,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1983, 1983, 38,     1,   ACY,       1,0.03792,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1983, 1983, 39,     1,   ACY,       1,0.02767,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1983, 1983, 40,     1,   ACY,       1,0.02419,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1983, 1983, 41,     1,   ACY,       1,0.01867,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1983, 1983, 42,     1,   ACY,       1,0.01755,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1983, 1983, 43,     1,   ACY,       1,0.01390,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1983, 1983, 44,     1,   ACY,       1,0.01013,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1983, 1983, 45,     1,   ACY,       1,0.00871,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1983, 1983, 46,     1,   ACY,       1,0.00706,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1983, 1983, 47,     1,   ACY,       1,0.00609,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1983, 1983, 48,     1,   ACY,       1,0.00512,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1983, 1983, 49,     1,   ACY,       1,0.00386,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1983, 1983, 50,     1,   ACY,       1,0.00334,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1983, 1983, 51,     1,   ACY,       1,0.00252,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1983, 1983, 52,     1,   ACY,       1,0.00231,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1983, 1983, 53,     1,   ACY,       1,0.00187,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1983, 1983, 54,     1,   ACY,       1,0.00134,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1983, 1983, 55,     1,   ACY,       1,0.00116,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1983, 1983, 56,     1,   ACY,       1,0.00100,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1983, 1983, 57,     1,   ACY,       1,0.00087,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1983, 1983, 58,     1,   ACY,       1,0.00072,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1983, 1983, 59,    99,   ACY,       1,0.00292,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1984, 1984, 15,     1,   ACY,       1,0.00146,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1984, 1984, 16,     1,   ACY,       1,0.00475,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1984, 1984, 17,     1,   ACY,       1,0.01269,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1984, 1984, 18,     1,   ACY,       1,0.02757,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1984, 1984, 19,     1,   ACY,       1,0.04249,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1984, 1984, 20,     1,   ACY,       1,0.05657,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1984, 1984, 21,     1,   ACY,       1,0.07104,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1984, 1984, 22,     1,   ACY,       1,0.08237,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1984, 1984, 23,     1,   ACY,       1,0.09542,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1984, 1984, 24,     1,   ACY,       1,0.10067,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1984, 1984, 25,     1,   ACY,       1,0.10730,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1984, 1984, 26,     1,   ACY,       1,0.10988,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1984, 1984, 27,     1,   ACY,       1,0.11372,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1984, 1984, 28,     1,   ACY,       1,0.11897,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1984, 1984, 29,     1,   ACY,       1,0.10659,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1984, 1984, 30,     1,   ACY,       1,0.10519,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1984, 1984, 31,     1,   ACY,       1,0.09740,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1984, 1984, 32,     1,   ACY,       1,0.09030,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1984, 1984, 33,     1,   ACY,       1,0.08207,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1984, 1984, 34,     1,   ACY,       1,0.06977,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1984, 1984, 35,     1,   ACY,       1,0.06011,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1984, 1984, 36,     1,   ACY,       1,0.05127,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1984, 1984, 37,     1,   ACY,       1,0.04620,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1984, 1984, 38,     1,   ACY,       1,0.03709,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1984, 1984, 39,     1,   ACY,       1,0.02912,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1984, 1984, 40,     1,   ACY,       1,0.02435,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1984, 1984, 41,     1,   ACY,       1,0.01936,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1984, 1984, 42,     1,   ACY,       1,0.01758,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1984, 1984, 43,     1,   ACY,       1,0.01389,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1984, 1984, 44,     1,   ACY,       1,0.01087,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1984, 1984, 45,     1,   ACY,       1,0.00882,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1984, 1984, 46,     1,   ACY,       1,0.00701,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1984, 1984, 47,     1,   ACY,       1,0.00579,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1984, 1984, 48,     1,   ACY,       1,0.00513,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1984, 1984, 49,     1,   ACY,       1,0.00390,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1984, 1984, 50,     1,   ACY,       1,0.00336,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1984, 1984, 51,     1,   ACY,       1,0.00250,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1984, 1984, 52,     1,   ACY,       1,0.00236,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1984, 1984, 53,     1,   ACY,       1,0.00185,        RE,  estimate,    USA_51,   .
    USA,     .,    .,     ., 1984, 1984, 54,     1,   ACY,       1,0.00148,        RE,  estimate,    USA_51,   .
