"ufabb","microcode","sex","pctile","coverage_model","e0"
"MG",31057,"f",95,"full",79.05
"MG",31058,"f",5,"partial",74.97
"MG",31058,"f",10,"partial",75.15
"MG",31058,"f",25,"partial",75.46
"MG",31058,"f",50,"partial",75.81
"MG",31058,"f",75,"partial",76.15
"MG",31058,"f",90,"partial",76.4
"MG",31058,"f",95,"partial",76.57
"MG",31058,"f",5,"full",76.43
"MG",31058,"f",10,"full",76.54
"MG",31058,"f",25,"full",76.75
"MG",31058,"f",50,"full",76.99
"MG",31058,"f",75,"full",77.2
"MG",31058,"f",90,"full",77.39
"MG",31058,"f",95,"full",77.5
"MG",31059,"f",5,"partial",75.16
"MG",31059,"f",10,"partial",75.34
"MG",31059,"f",25,"partial",75.62
"MG",31059,"f",50,"partial",75.93
"MG",31059,"f",75,"partial",76.23
"MG",31059,"f",90,"partial",76.5
"MG",31059,"f",95,"partial",76.65
"MG",31059,"f",5,"full",76.49
"MG",31059,"f",10,"full",76.6
"MG",31059,"f",25,"full",76.79
"MG",31059,"f",50,"full",77
"MG",31059,"f",75,"full",77.21
"MG",31059,"f",90,"full",77.39
"MG",31059,"f",95,"full",77.51
"MG",31060,"f",5,"partial",76.93
"MG",31060,"f",10,"partial",77.17
"MG",31060,"f",25,"partial",77.57
"MG",31060,"f",50,"partial",77.94
"MG",31060,"f",75,"partial",78.31
"MG",31060,"f",90,"partial",78.61
"MG",31060,"f",95,"partial",78.79
"MG",31060,"f",5,"full",78.94
"MG",31060,"f",10,"full",79.07
"MG",31060,"f",25,"full",79.27
"MG",31060,"f",50,"full",79.48
"MG",31060,"f",75,"full",79.71
"MG",31060,"f",90,"full",79.89
"MG",31060,"f",95,"full",80.01
"MG",31061,"f",5,"partial",75.71
"MG",31061,"f",10,"partial",75.89
"MG",31061,"f",25,"partial",76.21
"MG",31061,"f",50,"partial",76.53
"MG",31061,"f",75,"partial",76.84
"MG",31061,"f",90,"partial",77.1
"MG",31061,"f",95,"partial",77.24
"MG",31061,"f",5,"full",77.31
"MG",31061,"f",10,"full",77.4
"MG",31061,"f",25,"full",77.58
"MG",31061,"f",50,"full",77.77
"MG",31061,"f",75,"full",77.97
"MG",31061,"f",90,"full",78.14
"MG",31061,"f",95,"full",78.25
"MG",31062,"f",5,"partial",77.16
"MG",31062,"f",10,"partial",77.35
"MG",31062,"f",25,"partial",77.68
"MG",31062,"f",50,"partial",78.03
"MG",31062,"f",75,"partial",78.37
"MG",31062,"f",90,"partial",78.64
"MG",31062,"f",95,"partial",78.79
"MG",31062,"f",5,"full",78.92
"MG",31062,"f",10,"full",79.04
"MG",31062,"f",25,"full",79.22
"MG",31062,"f",50,"full",79.43
"MG",31062,"f",75,"full",79.63
"MG",31062,"f",90,"full",79.82
"MG",31062,"f",95,"full",79.91
"MG",31063,"f",5,"partial",75.1
"MG",31063,"f",10,"partial",75.28
"MG",31063,"f",25,"partial",75.6
"MG",31063,"f",50,"partial",75.92
"MG",31063,"f",75,"partial",76.23
"MG",31063,"f",90,"partial",76.48
"MG",31063,"f",95,"partial",76.63
"MG",31063,"f",5,"full",76.75
"MG",31063,"f",10,"full",76.86
"MG",31063,"f",25,"full",77.02
"MG",31063,"f",50,"full",77.19
"MG",31063,"f",75,"full",77.37
"MG",31063,"f",90,"full",77.52
"MG",31063,"f",95,"full",77.63
"MG",31064,"f",5,"partial",76.12
"MG",31064,"f",10,"partial",76.3
"MG",31064,"f",25,"partial",76.59
"MG",31064,"f",50,"partial",76.88
"MG",31064,"f",75,"partial",77.17
"MG",31064,"f",90,"partial",77.41
"MG",31064,"f",95,"partial",77.56
"MG",31064,"f",5,"full",77.52
"MG",31064,"f",10,"full",77.62
"MG",31064,"f",25,"full",77.8
"MG",31064,"f",50,"full",77.98
"MG",31064,"f",75,"full",78.15
"MG",31064,"f",90,"full",78.31
"MG",31064,"f",95,"full",78.41
"MG",31065,"f",5,"partial",75.69
"MG",31065,"f",10,"partial",75.87
"MG",31065,"f",25,"partial",76.16
"MG",31065,"f",50,"partial",76.43
"MG",31065,"f",75,"partial",76.68
"MG",31065,"f",90,"partial",76.87
"MG",31065,"f",95,"partial",76.98
"MG",31065,"f",5,"full",77.32
"MG",31065,"f",10,"full",77.38
"MG",31065,"f",25,"full",77.48
"MG",31065,"f",50,"full",77.6
"MG",31065,"f",75,"full",77.7
"MG",31065,"f",90,"full",77.81
"MG",31065,"f",95,"full",77.86
"MG",31066,"f",5,"partial",75.22
"MG",31066,"f",10,"partial",75.43
"MG",31066,"f",25,"partial",75.76
"MG",31066,"f",50,"partial",76.09
"MG",31066,"f",75,"partial",76.41
"MG",31066,"f",90,"partial",76.68
"MG",31066,"f",95,"partial",76.84
"MG",31066,"f",5,"full",76.89
"MG",31066,"f",10,"full",76.99
"MG",31066,"f",25,"full",77.16
"MG",31066,"f",50,"full",77.36
"MG",31066,"f",75,"full",77.56
"MG",31066,"f",90,"full",77.73
"MG",31066,"f",95,"full",77.82
"ES",32001,"f",5,"partial",75.94
"ES",32001,"f",10,"partial",76.13
"ES",32001,"f",25,"partial",76.44
"ES",32001,"f",50,"partial",76.78
"ES",32001,"f",75,"partial",77.11
"ES",32001,"f",90,"partial",77.4
"ES",32001,"f",95,"partial",77.57
"ES",32001,"f",5,"full",76.06
"ES",32001,"f",10,"full",76.22
"ES",32001,"f",25,"full",76.52
"ES",32001,"f",50,"full",76.85
"ES",32001,"f",75,"full",77.19
"ES",32001,"f",90,"full",77.48
"ES",32001,"f",95,"full",77.66
"ES",32002,"f",5,"partial",78.6
"ES",32002,"f",10,"partial",78.77
"ES",32002,"f",25,"partial",79.05
"ES",32002,"f",50,"partial",79.37
"ES",32002,"f",75,"partial",79.67
"ES",32002,"f",90,"partial",79.93
"ES",32002,"f",95,"partial",80.09
"ES",32002,"f",5,"full",78.87
"ES",32002,"f",10,"full",79
"ES",32002,"f",25,"full",79.28
"ES",32002,"f",50,"full",79.56
"ES",32002,"f",75,"full",79.84
"ES",32002,"f",90,"full",80.1
"ES",32002,"f",95,"full",80.26
"ES",32003,"f",5,"partial",78.31
"ES",32003,"f",10,"partial",78.44
"ES",32003,"f",25,"partial",78.64
"ES",32003,"f",50,"partial",78.87
"ES",32003,"f",75,"partial",79.1
"ES",32003,"f",90,"partial",79.3
"ES",32003,"f",95,"partial",79.41
"ES",32003,"f",5,"full",78.43
"ES",32003,"f",10,"full",78.55
"ES",32003,"f",25,"full",78.74
"ES",32003,"f",50,"full",78.96
"ES",32003,"f",75,"full",79.17
"ES",32003,"f",90,"full",79.37
"ES",32003,"f",95,"full",79.49
"ES",32004,"f",5,"partial",75.45
"ES",32004,"f",10,"partial",75.71
"ES",32004,"f",25,"partial",76.14
"ES",32004,"f",50,"partial",76.6
"ES",32004,"f",75,"partial",77.06
"ES",32004,"f",90,"partial",77.44
"ES",32004,"f",95,"partial",77.71
"ES",32004,"f",5,"full",75.79
"ES",32004,"f",10,"full",76.03
"ES",32004,"f",25,"full",76.41
"ES",32004,"f",50,"full",76.85
"ES",32004,"f",75,"full",77.29
"ES",32004,"f",90,"full",77.66
"ES",32004,"f",95,"full",77.9
"ES",32005,"f",5,"partial",77.26
"ES",32005,"f",10,"partial",77.43
"ES",32005,"f",25,"partial",77.65
"ES",32005,"f",50,"partial",77.92
"ES",32005,"f",75,"partial",78.19
"ES",32005,"f",90,"partial",78.44
"ES",32005,"f",95,"partial",78.56
"ES",32005,"f",5,"full",77.44
"ES",32005,"f",10,"full",77.6
"ES",32005,"f",25,"full",77.84
"ES",32005,"f",50,"full",78.08
"ES",32005,"f",75,"full",78.33
"ES",32005,"f",90,"full",78.56
"ES",32005,"f",95,"full",78.69
"ES",32006,"f",5,"partial",78.86
"ES",32006,"f",10,"partial",78.97
"ES",32006,"f",25,"partial",79.16
"ES",32006,"f",50,"partial",79.38
"ES",32006,"f",75,"partial",79.57
"ES",32006,"f",90,"partial",79.74
"ES",32006,"f",95,"partial",79.84
"ES",32006,"f",5,"full",78.98
"ES",32006,"f",10,"full",79.09
"ES",32006,"f",25,"full",79.27
"ES",32006,"f",50,"full",79.46
"ES",32006,"f",75,"full",79.65
"ES",32006,"f",90,"full",79.83
"ES",32006,"f",95,"full",79.95
"ES",32007,"f",5,"partial",79.04
"ES",32007,"f",10,"partial",79.18
"ES",32007,"f",25,"partial",79.42
"ES",32007,"f",50,"partial",79.67
"ES",32007,"f",75,"partial",79.92
"ES",32007,"f",90,"partial",80.14
"ES",32007,"f",95,"partial",80.29
"ES",32007,"f",5,"full",79.09
"ES",32007,"f",10,"full",79.26
"ES",32007,"f",25,"full",79.48
"ES",32007,"f",50,"full",79.74
"ES",32007,"f",75,"full",79.99
"ES",32007,"f",90,"full",80.22
"ES",32007,"f",95,"full",80.34
"ES",32008,"f",5,"partial",79.71
"ES",32008,"f",10,"partial",79.84
"ES",32008,"f",25,"partial",80.1
"ES",32008,"f",50,"partial",80.38
"ES",32008,"f",75,"partial",80.66
"ES",32008,"f",90,"partial",80.91
"ES",32008,"f",95,"partial",81.06
"ES",32008,"f",5,"full",79.72
"ES",32008,"f",10,"full",79.88
"ES",32008,"f",25,"full",80.14
"ES",32008,"f",50,"full",80.42
"ES",32008,"f",75,"full",80.7
"ES",32008,"f",90,"full",80.93
"ES",32008,"f",95,"full",81.06
"ES",32009,"f",5,"partial",78.36
"ES",32009,"f",10,"partial",78.43
"ES",32009,"f",25,"partial",78.53
"ES",32009,"f",50,"partial",78.64
"ES",32009,"f",75,"partial",78.74
"ES",32009,"f",90,"partial",78.82
"ES",32009,"f",95,"partial",78.86
"ES",32009,"f",5,"full",78.56
"ES",32009,"f",10,"full",78.6
"ES",32009,"f",25,"full",78.67
"ES",32009,"f",50,"full",78.75
"ES",32009,"f",75,"full",78.83
"ES",32009,"f",90,"full",78.9
"ES",32009,"f",95,"full",78.95
"ES",32010,"f",5,"partial",79
"ES",32010,"f",10,"partial",79.13
"ES",32010,"f",25,"partial",79.35
"ES",32010,"f",50,"partial",79.61
"ES",32010,"f",75,"partial",79.85
"ES",32010,"f",90,"partial",80.07
"ES",32010,"f",95,"partial",80.19
"ES",32010,"f",5,"full",79.16
"ES",32010,"f",10,"full",79.28
"ES",32010,"f",25,"full",79.49
"ES",32010,"f",50,"full",79.73
"ES",32010,"f",75,"full",79.95
"ES",32010,"f",90,"full",80.14
"ES",32010,"f",95,"full",80.25
"ES",32011,"f",5,"partial",77.17
"ES",32011,"f",10,"partial",77.34
"ES",32011,"f",25,"partial",77.6
"ES",32011,"f",50,"partial",77.89
"ES",32011,"f",75,"partial",78.15
"ES",32011,"f",90,"partial",78.4
"ES",32011,"f",95,"partial",78.55
"ES",32011,"f",5,"full",77.51
"ES",32011,"f",10,"full",77.66
"ES",32011,"f",25,"full",77.88
"ES",32011,"f",50,"full",78.13
"ES",32011,"f",75,"full",78.35
"ES",32011,"f",90,"full",78.57
"ES",32011,"f",95,"full",78.71
"ES",32012,"f",5,"partial",78.35
"ES",32012,"f",10,"partial",78.45
"ES",32012,"f",25,"partial",78.63
"ES",32012,"f",50,"partial",78.83
"ES",32012,"f",75,"partial",79
"ES",32012,"f",90,"partial",79.17
"ES",32012,"f",95,"partial",79.26
"ES",32012,"f",5,"full",78.57
"ES",32012,"f",10,"full",78.67
"ES",32012,"f",25,"full",78.8
"ES",32012,"f",50,"full",78.97
"ES",32012,"f",75,"full",79.14
"ES",32012,"f",90,"full",79.31
"ES",32012,"f",95,"full",79.4
"ES",32013,"f",5,"partial",77.81
"ES",32013,"f",10,"partial",78.04
"ES",32013,"f",25,"partial",78.42
"ES",32013,"f",50,"partial",78.82
"ES",32013,"f",75,"partial",79.21
"ES",32013,"f",90,"partial",79.55
"ES",32013,"f",95,"partial",79.78
"ES",32013,"f",5,"full",78.28
"ES",32013,"f",10,"full",78.45
"ES",32013,"f",25,"full",78.8
"ES",32013,"f",50,"full",79.17
"ES",32013,"f",75,"full",79.54
"ES",32013,"f",90,"full",79.85
"ES",32013,"f",95,"full",80.04
"RJ",33001,"f",5,"partial",76.69
"RJ",33001,"f",10,"partial",76.82
"RJ",33001,"f",25,"partial",77.05
"RJ",33001,"f",50,"partial",77.29
"RJ",33001,"f",75,"partial",77.52
"RJ",33001,"f",90,"partial",77.72
"RJ",33001,"f",95,"partial",77.83
"RJ",33001,"f",5,"full",77.04
"RJ",33001,"f",10,"full",77.15
"RJ",33001,"f",25,"full",77.34
"RJ",33001,"f",50,"full",77.55
"RJ",33001,"f",75,"full",77.76
"RJ",33001,"f",90,"full",77.93
"RJ",33001,"f",95,"full",78.03
"RJ",33002,"f",5,"partial",76.83
"RJ",33002,"f",10,"partial",76.99
"RJ",33002,"f",25,"partial",77.25
"RJ",33002,"f",50,"partial",77.52
"RJ",33002,"f",75,"partial",77.79
"RJ",33002,"f",90,"partial",78.04
"RJ",33002,"f",95,"partial",78.17
"RJ",33002,"f",5,"full",77
"RJ",33002,"f",10,"full",77.13
"RJ",33002,"f",25,"full",77.37
"RJ",33002,"f",50,"full",77.64
"RJ",33002,"f",75,"full",77.91
"RJ",33002,"f",90,"full",78.1
"RJ",33002,"f",95,"full",78.23
"RJ",33003,"f",5,"partial",75.6
"RJ",33003,"f",10,"partial",75.7
"RJ",33003,"f",25,"partial",75.84
"RJ",33003,"f",50,"partial",76
"RJ",33003,"f",75,"partial",76.15
"RJ",33003,"f",90,"partial",76.28
"RJ",33003,"f",95,"partial",76.36
"RJ",33003,"f",5,"full",75.93
"RJ",33003,"f",10,"full",75.99
"RJ",33003,"f",25,"full",76.1
"RJ",33003,"f",50,"full",76.22
"RJ",33003,"f",75,"full",76.35
"RJ",33003,"f",90,"full",76.45
"RJ",33003,"f",95,"full",76.52
"RJ",33004,"f",5,"partial",77.49
"RJ",33004,"f",10,"partial",77.62
"RJ",33004,"f",25,"partial",77.83
"RJ",33004,"f",50,"partial",78.06
"RJ",33004,"f",75,"partial",78.29
"RJ",33004,"f",90,"partial",78.48
"RJ",33004,"f",95,"partial",78.61
"RJ",33004,"f",5,"full",77.88
"RJ",33004,"f",10,"full",77.98
"RJ",33004,"f",25,"full",78.16
"RJ",33004,"f",50,"full",78.36
"RJ",33004,"f",75,"full",78.57
"RJ",33004,"f",90,"full",78.74
"RJ",33004,"f",95,"full",78.85
"RJ",33005,"f",5,"partial",75.88
"RJ",33005,"f",10,"partial",76.02
"RJ",33005,"f",25,"partial",76.23
"RJ",33005,"f",50,"partial",76.47
"RJ",33005,"f",75,"partial",76.7
"RJ",33005,"f",90,"partial",76.9
"RJ",33005,"f",95,"partial",77.04
"RJ",33005,"f",5,"full",76.09
"RJ",33005,"f",10,"full",76.18
"RJ",33005,"f",25,"full",76.38
"RJ",33005,"f",50,"full",76.61
"RJ",33005,"f",75,"full",76.85
"RJ",33005,"f",90,"full",77.05
"RJ",33005,"f",95,"full",77.17
"RJ",33006,"f",5,"partial",75.69
"RJ",33006,"f",10,"partial",75.91
"RJ",33006,"f",25,"partial",76.3
"RJ",33006,"f",50,"partial",76.71
"RJ",33006,"f",75,"partial",77.16
"RJ",33006,"f",90,"partial",77.5
"RJ",33006,"f",95,"partial",77.75
"RJ",33006,"f",5,"full",76.07
"RJ",33006,"f",10,"full",76.33
"RJ",33006,"f",25,"full",76.69
"RJ",33006,"f",50,"full",77.09
"RJ",33006,"f",75,"full",77.48
"RJ",33006,"f",90,"full",77.84
"RJ",33006,"f",95,"full",78.05
"RJ",33007,"f",5,"partial",75.98
"RJ",33007,"f",10,"partial",76.12
"RJ",33007,"f",25,"partial",76.35
"RJ",33007,"f",50,"partial",76.59
"RJ",33007,"f",75,"partial",76.83
"RJ",33007,"f",90,"partial",77.03
"RJ",33007,"f",95,"partial",77.14
"RJ",33007,"f",5,"full",76.34
"RJ",33007,"f",10,"full",76.46
"RJ",33007,"f",25,"full",76.64
"RJ",33007,"f",50,"full",76.84
"RJ",33007,"f",75,"full",77.05
"RJ",33007,"f",90,"full",77.22
"RJ",33007,"f",95,"full",77.32
"RJ",33008,"f",5,"partial",76.33
"RJ",33008,"f",10,"partial",76.65
"RJ",33008,"f",25,"partial",77.2
"RJ",33008,"f",50,"partial",77.79
"RJ",33008,"f",75,"partial",78.36
"RJ",33008,"f",90,"partial",78.88
"RJ",33008,"f",95,"partial",79.23
"RJ",33008,"f",5,"full",76.67
"RJ",33008,"f",10,"full",77.07
"RJ",33008,"f",25,"full",77.56
"RJ",33008,"f",50,"full",78.12
"RJ",33008,"f",75,"full",78.72
"RJ",33008,"f",90,"full",79.21
"RJ",33008,"f",95,"full",79.49
"RJ",33009,"f",5,"partial",77.64
"RJ",33009,"f",10,"partial",77.81
"RJ",33009,"f",25,"partial",78.07
"RJ",33009,"f",50,"partial",78.35
"RJ",33009,"f",75,"partial",78.61
"RJ",33009,"f",90,"partial",78.84
"RJ",33009,"f",95,"partial",78.97
"RJ",33009,"f",5,"full",78.02
"RJ",33009,"f",10,"full",78.14
"RJ",33009,"f",25,"full",78.35
"RJ",33009,"f",50,"full",78.59
"RJ",33009,"f",75,"full",78.87
"RJ",33009,"f",90,"full",79.11
"RJ",33009,"f",95,"full",79.22
"RJ",33010,"f",5,"partial",76.94
"RJ",33010,"f",10,"partial",77.04
"RJ",33010,"f",25,"partial",77.22
"RJ",33010,"f",50,"partial",77.39
"RJ",33010,"f",75,"partial",77.56
"RJ",33010,"f",90,"partial",77.7
"RJ",33010,"f",95,"partial",77.79
"RJ",33010,"f",5,"full",77.39
"RJ",33010,"f",10,"full",77.46
"RJ",33010,"f",25,"full",77.58
"RJ",33010,"f",50,"full",77.71
"RJ",33010,"f",75,"full",77.84
"RJ",33010,"f",90,"full",77.95
"RJ",33010,"f",95,"full",78.03
"RJ",33011,"f",5,"partial",76.62
"RJ",33011,"f",10,"partial",76.72
"RJ",33011,"f",25,"partial",76.87
"RJ",33011,"f",50,"partial",77.02
"RJ",33011,"f",75,"partial",77.17
"RJ",33011,"f",90,"partial",77.29
"RJ",33011,"f",95,"partial",77.37
"RJ",33011,"f",5,"full",76.98
"RJ",33011,"f",10,"full",77.05
"RJ",33011,"f",25,"full",77.15
"RJ",33011,"f",50,"full",77.26
"RJ",33011,"f",75,"full",77.38
"RJ",33011,"f",90,"full",77.47
"RJ",33011,"f",95,"full",77.52
"RJ",33012,"f",5,"partial",76.45
"RJ",33012,"f",10,"partial",76.59
"RJ",33012,"f",25,"partial",76.82
"RJ",33012,"f",50,"partial",77.07
"RJ",33012,"f",75,"partial",77.31
"RJ",33012,"f",90,"partial",77.52
"RJ",33012,"f",95,"partial",77.65
"RJ",33012,"f",5,"full",76.67
"RJ",33012,"f",10,"full",76.81
"RJ",33012,"f",25,"full",77.02
"RJ",33012,"f",50,"full",77.25
"RJ",33012,"f",75,"full",77.48
"RJ",33012,"f",90,"full",77.68
"RJ",33012,"f",95,"full",77.8
"RJ",33013,"f",5,"partial",77.06
"RJ",33013,"f",10,"partial",77.18
"RJ",33013,"f",25,"partial",77.4
"RJ",33013,"f",50,"partial",77.62
"RJ",33013,"f",75,"partial",77.86
"RJ",33013,"f",90,"partial",78.07
"RJ",33013,"f",95,"partial",78.2
"RJ",33013,"f",5,"full",77.15
"RJ",33013,"f",10,"full",77.27
"RJ",33013,"f",25,"full",77.47
"RJ",33013,"f",50,"full",77.71
"RJ",33013,"f",75,"full",77.93
"RJ",33013,"f",90,"full",78.16
"RJ",33013,"f",95,"full",78.3
"RJ",33014,"f",5,"partial",75.42
"RJ",33014,"f",10,"partial",75.55
"RJ",33014,"f",25,"partial",75.79
"RJ",33014,"f",50,"partial",76.04
"RJ",33014,"f",75,"partial",76.28
"RJ",33014,"f",90,"partial",76.49
"RJ",33014,"f",95,"partial",76.61
"RJ",33014,"f",5,"full",75.7
"RJ",33014,"f",10,"full",75.83
"RJ",33014,"f",25,"full",76.06
"RJ",33014,"f",50,"full",76.29
"RJ",33014,"f",75,"full",76.5
"RJ",33014,"f",90,"full",76.71
"RJ",33014,"f",95,"full",76.83
"RJ",33015,"f",5,"partial",74.99
"RJ",33015,"f",10,"partial",75.11
"RJ",33015,"f",25,"partial",75.29
"RJ",33015,"f",50,"partial",75.46
"RJ",33015,"f",75,"partial",75.63
"RJ",33015,"f",90,"partial",75.77
"RJ",33015,"f",95,"partial",75.85
"RJ",33015,"f",5,"full",75.37
"RJ",33015,"f",10,"full",75.45
"RJ",33015,"f",25,"full",75.57
"RJ",33015,"f",50,"full",75.71
"RJ",33015,"f",75,"full",75.84
"RJ",33015,"f",90,"full",75.95
"RJ",33015,"f",95,"full",76.02
"RJ",33016,"f",5,"partial",75.53
"RJ",33016,"f",10,"partial",75.72
"RJ",33016,"f",25,"partial",76.01
"RJ",33016,"f",50,"partial",76.35
"RJ",33016,"f",75,"partial",76.67
"RJ",33016,"f",90,"partial",76.95
"RJ",33016,"f",95,"partial",77.1
"RJ",33016,"f",5,"full",75.79
"RJ",33016,"f",10,"full",75.97
"RJ",33016,"f",25,"full",76.24
"RJ",33016,"f",50,"full",76.53
"RJ",33016,"f",75,"full",76.84
"RJ",33016,"f",90,"full",77.12
"RJ",33016,"f",95,"full",77.27
"RJ",33017,"f",5,"partial",75.14
"RJ",33017,"f",10,"partial",75.27
"RJ",33017,"f",25,"partial",75.48
"RJ",33017,"f",50,"partial",75.71
"RJ",33017,"f",75,"partial",75.93
"RJ",33017,"f",90,"partial",76.11
"RJ",33017,"f",95,"partial",76.21
"RJ",33017,"f",5,"full",75.48
"RJ",33017,"f",10,"full",75.59
"RJ",33017,"f",25,"full",75.77
"RJ",33017,"f",50,"full",75.97
"RJ",33017,"f",75,"full",76.16
"RJ",33017,"f",90,"full",76.35
"RJ",33017,"f",95,"full",76.46
"RJ",33018,"f",5,"partial",75.99
"RJ",33018,"f",10,"partial",76.09
"RJ",33018,"f",25,"partial",76.24
"RJ",33018,"f",50,"partial",76.37
"RJ",33018,"f",75,"partial",76.47
"RJ",33018,"f",90,"partial",76.54
"RJ",33018,"f",95,"partial",76.57
"RJ",33018,"f",5,"full",76.59
"RJ",33018,"f",10,"full",76.6
"RJ",33018,"f",25,"full",76.62
"RJ",33018,"f",50,"full",76.65
"RJ",33018,"f",75,"full",76.68
"RJ",33018,"f",90,"full",76.7
"RJ",33018,"f",95,"full",76.72
"SP",35001,"f",5,"partial",78.41
"SP",35001,"f",10,"partial",78.54
"SP",35001,"f",25,"partial",78.75
"SP",35001,"f",50,"partial",78.97
"SP",35001,"f",75,"partial",79.19
"SP",35001,"f",90,"partial",79.38
"SP",35001,"f",95,"partial",79.5
"SP",35001,"f",5,"full",78.43
"SP",35001,"f",10,"full",78.54
"SP",35001,"f",25,"full",78.74
"SP",35001,"f",50,"full",78.96
"SP",35001,"f",75,"full",79.19
"SP",35001,"f",90,"full",79.38
"SP",35001,"f",95,"full",79.5
"SP",35002,"f",5,"partial",77.48
"SP",35002,"f",10,"partial",77.65
"SP",35002,"f",25,"partial",77.94
"SP",35002,"f",50,"partial",78.24
"SP",35002,"f",75,"partial",78.53
"SP",35002,"f",90,"partial",78.79
"SP",35002,"f",95,"partial",78.97
"SP",35002,"f",5,"full",77.74
"SP",35002,"f",10,"full",77.88
"SP",35002,"f",25,"full",78.16
"SP",35002,"f",50,"full",78.46
"SP",35002,"f",75,"full",78.76
"SP",35002,"f",90,"full",79.01
"SP",35002,"f",95,"full",79.13
"SP",35003,"f",5,"partial",77.31
"SP",35003,"f",10,"partial",77.44
"SP",35003,"f",25,"partial",77.67
"SP",35003,"f",50,"partial",77.91
"SP",35003,"f",75,"partial",78.15
"SP",35003,"f",90,"partial",78.36
"SP",35003,"f",95,"partial",78.49
"SP",35003,"f",5,"full",77.3
"SP",35003,"f",10,"full",77.44
"SP",35003,"f",25,"full",77.67
"SP",35003,"f",50,"full",77.94
"SP",35003,"f",75,"full",78.2
"SP",35003,"f",90,"full",78.4
"SP",35003,"f",95,"full",78.55
"SP",35004,"f",5,"partial",78.7
"SP",35004,"f",10,"partial",78.75
"SP",35004,"f",25,"partial",78.84
"SP",35004,"f",50,"partial",78.94
"SP",35004,"f",75,"partial",79.05
"SP",35004,"f",90,"partial",79.14
"SP",35004,"f",95,"partial",79.2
"SP",35004,"f",5,"full",78.75
"SP",35004,"f",10,"full",78.81
"SP",35004,"f",25,"full",78.9
"SP",35004,"f",50,"full",79
"SP",35004,"f",75,"full",79.1
"SP",35004,"f",90,"full",79.18
"SP",35004,"f",95,"full",79.25
"SP",35005,"f",5,"partial",77.23
"SP",35005,"f",10,"partial",77.33
"SP",35005,"f",25,"partial",77.5
"SP",35005,"f",50,"partial",77.69
"SP",35005,"f",75,"partial",77.87
"SP",35005,"f",90,"partial",78.04
"SP",35005,"f",95,"partial",78.13
"SP",35005,"f",5,"full",77.29
"SP",35005,"f",10,"full",77.39
"SP",35005,"f",25,"full",77.54
"SP",35005,"f",50,"full",77.73
"SP",35005,"f",75,"full",77.91
"SP",35005,"f",90,"full",78.07
"SP",35005,"f",95,"full",78.17
"SP",35006,"f",5,"partial",78.55
"SP",35006,"f",10,"partial",78.76
"SP",35006,"f",25,"partial",79.14
"SP",35006,"f",50,"partial",79.55
"SP",35006,"f",75,"partial",79.96
"SP",35006,"f",90,"partial",80.33
"SP",35006,"f",95,"partial",80.55
"SP",35006,"f",5,"full",78.42
"SP",35006,"f",10,"full",78.67
"SP",35006,"f",25,"full",79.03
"SP",35006,"f",50,"full",79.47
"SP",35006,"f",75,"full",79.87
"SP",35006,"f",90,"full",80.23
"SP",35006,"f",95,"full",80.43
"SP",35007,"f",5,"partial",78.7
"SP",35007,"f",10,"partial",78.91
"SP",35007,"f",25,"partial",79.23
"SP",35007,"f",50,"partial",79.59
"SP",35007,"f",75,"partial",79.93
"SP",35007,"f",90,"partial",80.21
"SP",35007,"f",95,"partial",80.39
"SP",35007,"f",5,"full",78.81
"SP",35007,"f",10,"full",79
"SP",35007,"f",25,"full",79.33
"SP",35007,"f",50,"full",79.69
"SP",35007,"f",75,"full",80.04
"SP",35007,"f",90,"full",80.31
"SP",35007,"f",95,"full",80.48
"SP",35008,"f",5,"partial",77.66
"SP",35008,"f",10,"partial",77.83
"SP",35008,"f",25,"partial",78.1
"SP",35008,"f",50,"partial",78.39
"SP",35008,"f",75,"partial",78.69
"SP",35008,"f",90,"partial",78.95
"SP",35008,"f",95,"partial",79.09
"SP",35008,"f",5,"full",77.61
"SP",35008,"f",10,"full",77.77
"SP",35008,"f",25,"full",78.05
"SP",35008,"f",50,"full",78.37
"SP",35008,"f",75,"full",78.68
"SP",35008,"f",90,"full",78.97
"SP",35008,"f",95,"full",79.12
"SP",35009,"f",5,"partial",75.83
"SP",35009,"f",10,"partial",75.96
"SP",35009,"f",25,"partial",76.18
"SP",35009,"f",50,"partial",76.43
"SP",35009,"f",75,"partial",76.67
"SP",35009,"f",90,"partial",76.89
"SP",35009,"f",95,"partial",77.03
"SP",35009,"f",5,"full",75.92
"SP",35009,"f",10,"full",76.08
"SP",35009,"f",25,"full",76.29
"SP",35009,"f",50,"full",76.52
"SP",35009,"f",75,"full",76.75
"SP",35009,"f",90,"full",76.95
"SP",35009,"f",95,"full",77.09
"SP",35010,"f",5,"partial",76.98
"SP",35010,"f",10,"partial",77.09
"SP",35010,"f",25,"partial",77.27
"SP",35010,"f",50,"partial",77.47
"SP",35010,"f",75,"partial",77.67
"SP",35010,"f",90,"partial",77.84
"SP",35010,"f",95,"partial",77.93
"SP",35010,"f",5,"full",77.03
"SP",35010,"f",10,"full",77.13
"SP",35010,"f",25,"full",77.32
"SP",35010,"f",50,"full",77.51
"SP",35010,"f",75,"full",77.71
"SP",35010,"f",90,"full",77.89
"SP",35010,"f",95,"full",77.98
"SP",35011,"f",5,"partial",76.63
"SP",35011,"f",10,"partial",76.8
"SP",35011,"f",25,"partial",77.08
