"Notes"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"Month"	"Month Code"	Deaths	Population	Crude Rate
	"75-84 years"	"75-84"	"Oct., 2009"	"2009/10"	52611	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"Nov., 2009"	"2009/11"	51346	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"Dec., 2009"	"2009/12"	56098	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"Jan., 2010"	"2010/01"	57513	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"Feb., 2010"	"2010/02"	51770	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"Mar., 2010"	"2010/03"	56435	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"Apr., 2010"	"2010/04"	51711	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"May, 2010"	"2010/05"	51799	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"Jun., 2010"	"2010/06"	48435	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"Jul., 2010"	"2010/07"	49669	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"Aug., 2010"	"2010/08"	49076	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"Sep., 2010"	"2010/09"	48345	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"Oct., 2010"	"2010/10"	51883	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"Nov., 2010"	"2010/11"	52102	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"Dec., 2010"	"2010/12"	56913	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"Jan., 2011"	"2011/01"	58822	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"Feb., 2011"	"2011/02"	53377	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"Mar., 2011"	"2011/03"	56729	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"Apr., 2011"	"2011/04"	52150	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"May, 2011"	"2011/05"	52136	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"Jun., 2011"	"2011/06"	49146	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"Jul., 2011"	"2011/07"	49582	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"Aug., 2011"	"2011/08"	49606	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"Sep., 2011"	"2011/09"	48145	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"Oct., 2011"	"2011/10"	51473	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"Nov., 2011"	"2011/11"	51092	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"Dec., 2011"	"2011/12"	53967	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"Jan., 2012"	"2012/01"	55895	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"Feb., 2012"	"2012/02"	51550	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"Mar., 2012"	"2012/03"	55039	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"Apr., 2012"	"2012/04"	50833	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"May, 2012"	"2012/05"	50549	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"Jun., 2012"	"2012/06"	47979	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"Jul., 2012"	"2012/07"	49244	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"Aug., 2012"	"2012/08"	49160	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"Sep., 2012"	"2012/09"	48464	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"Oct., 2012"	"2012/10"	52018	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"Nov., 2012"	"2012/11"	52386	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"Dec., 2012"	"2012/12"	57311	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"Jan., 2013"	"2013/01"	63892	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"Feb., 2013"	"2013/02"	53016	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"Mar., 2013"	"2013/03"	56571	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"Apr., 2013"	"2013/04"	51971	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"May, 2013"	"2013/05"	50756	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"Jun., 2013"	"2013/06"	47588	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"Jul., 2013"	"2013/07"	48466	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"Aug., 2013"	"2013/08"	48915	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"Sep., 2013"	"2013/09"	47384	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"Oct., 2013"	"2013/10"	50572	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"Nov., 2013"	"2013/11"	50732	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"Dec., 2013"	"2013/12"	55150	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"Jan., 2014"	"2014/01"	58201	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"Feb., 2014"	"2014/02"	50941	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"Mar., 2014"	"2014/03"	54734	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"Apr., 2014"	"2014/04"	51283	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"May, 2014"	"2014/05"	51627	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"Jun., 2014"	"2014/06"	48477	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"Jul., 2014"	"2014/07"	49463	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"Aug., 2014"	"2014/08"	48575	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"Sep., 2014"	"2014/09"	48452	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"Oct., 2014"	"2014/10"	51793	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"Nov., 2014"	"2014/11"	52513	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"Dec., 2014"	"2014/12"	58445	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"Jan., 2015"	"2015/01"	63602	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"Feb., 2015"	"2015/02"	54533	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"Mar., 2015"	"2015/03"	57186	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"Apr., 2015"	"2015/04"	53214	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"May, 2015"	"2015/05"	52226	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"Jun., 2015"	"2015/06"	48971	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"Jul., 2015"	"2015/07"	50452	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"Aug., 2015"	"2015/08"	49677	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"Sep., 2015"	"2015/09"	48547	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"Oct., 2015"	"2015/10"	52188	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"Nov., 2015"	"2015/11"	51815	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"Dec., 2015"	"2015/12"	55155	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"Jan., 2016"	"2016/01"	58063	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"Feb., 2016"	"2016/02"	54393	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"Mar., 2016"	"2016/03"	56612	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"Apr., 2016"	"2016/04"	52856	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"May, 2016"	"2016/05"	51984	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"Jun., 2016"	"2016/06"	48937	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"Jul., 2016"	"2016/07"	50324	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"Aug., 2016"	"2016/08"	50714	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"Sep., 2016"	"2016/09"	49309	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"Oct., 2016"	"2016/10"	53111	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"Nov., 2016"	"2016/11"	52639	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"Dec., 2016"	"2016/12"	57974	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"Jan., 2017"	"2017/01"	61801	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"Feb., 2017"	"2017/02"	54847	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"Mar., 2017"	"2017/03"	59271	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"Apr., 2017"	"2017/04"	54111	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"May, 2017"	"2017/05"	53786	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"Jun., 2017"	"2017/06"	50606	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"Jul., 2017"	"2017/07"	51204	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"Aug., 2017"	"2017/08"	51377	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"Sep., 2017"	"2017/09"	50845	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"Oct., 2017"	"2017/10"	54367	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"Nov., 2017"	"2017/11"	54321	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"Dec., 2017"	"2017/12"	61223	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"Jan., 2018"	"2018/01"	68472	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"Feb., 2018"	"2018/02"	56672	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"Mar., 2018"	"2018/03"	59076	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"Apr., 2018"	"2018/04"	55410	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"May, 2018"	"2018/05"	54197	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"Jun., 2018"	"2018/06"	51285	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"Jul., 2018"	"2018/07"	52930	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"Aug., 2018"	"2018/08"	52944	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"Sep., 2018"	"2018/09"	51856	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"Oct., 2018"	"2018/10"	55965	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"Nov., 2018"	"2018/11"	56106	Not Applicable	Not Applicable
	"75-84 years"	"75-84"	"Dec., 2018"	"2018/12"	60292	Not Applicable	Not Applicable
"Total"	"75-84 years"	"75-84"			13213111	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Jan., 1999"	"1999/01"	64890	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Feb., 1999"	"1999/02"	59057	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Mar., 1999"	"1999/03"	64582	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Apr., 1999"	"1999/04"	52760	Not Applicable	Not Applicable
	"85+ years"	"85+"	"May, 1999"	"1999/05"	50012	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Jun., 1999"	"1999/06"	46051	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Jul., 1999"	"1999/07"	47580	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Aug., 1999"	"1999/08"	46848	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Sep., 1999"	"1999/09"	47066	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Oct., 1999"	"1999/10"	52603	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Nov., 1999"	"1999/11"	52417	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Dec., 1999"	"1999/12"	62275	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Jan., 2000"	"2000/01"	73718	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Feb., 2000"	"2000/02"	57632	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Mar., 2000"	"2000/03"	54943	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Apr., 2000"	"2000/04"	50977	Not Applicable	Not Applicable
	"85+ years"	"85+"	"May, 2000"	"2000/05"	50894	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Jun., 2000"	"2000/06"	47645	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Jul., 2000"	"2000/07"	49526	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Aug., 2000"	"2000/08"	49556	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Sep., 2000"	"2000/09"	50388	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Oct., 2000"	"2000/10"	54795	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Nov., 2000"	"2000/11"	55141	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Dec., 2000"	"2000/12"	62956	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Jan., 2001"	"2001/01"	65123	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Feb., 2001"	"2001/02"	55995	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Mar., 2001"	"2001/03"	60986	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Apr., 2001"	"2001/04"	56140	Not Applicable	Not Applicable
	"85+ years"	"85+"	"May, 2001"	"2001/05"	54806	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Jun., 2001"	"2001/06"	51809	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Jul., 2001"	"2001/07"	51097	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Aug., 2001"	"2001/08"	50469	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Sep., 2001"	"2001/09"	50486	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Oct., 2001"	"2001/10"	55928	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Nov., 2001"	"2001/11"	54242	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Dec., 2001"	"2001/12"	58450	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Jan., 2002"	"2002/01"	65300	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Feb., 2002"	"2002/02"	61114	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Mar., 2002"	"2002/03"	65686	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Apr., 2002"	"2002/04"	55561	Not Applicable	Not Applicable
	"85+ years"	"85+"	"May, 2002"	"2002/05"	54029	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Jun., 2002"	"2002/06"	50271	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Jul., 2002"	"2002/07"	51242	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Aug., 2002"	"2002/08"	50907	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Sep., 2002"	"2002/09"	50807	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Oct., 2002"	"2002/10"	55557	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Nov., 2002"	"2002/11"	57016	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Dec., 2002"	"2002/12"	63586	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Jan., 2003"	"2003/01"	65667	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Feb., 2003"	"2003/02"	58100	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Mar., 2003"	"2003/03"	60311	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Apr., 2003"	"2003/04"	55587	Not Applicable	Not Applicable
	"85+ years"	"85+"	"May, 2003"	"2003/05"	54272	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Jun., 2003"	"2003/06"	52023	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Jul., 2003"	"2003/07"	52039	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Aug., 2003"	"2003/08"	51853	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Sep., 2003"	"2003/09"	51362	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Oct., 2003"	"2003/10"	56899	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Nov., 2003"	"2003/11"	56956	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Dec., 2003"	"2003/12"	72783	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Jan., 2004"	"2004/01"	72344	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Feb., 2004"	"2004/02"	58812	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Mar., 2004"	"2004/03"	59234	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Apr., 2004"	"2004/04"	54765	Not Applicable	Not Applicable
	"85+ years"	"85+"	"May, 2004"	"2004/05"	52811	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Jun., 2004"	"2004/06"	50440	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Jul., 2004"	"2004/07"	50960	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Aug., 2004"	"2004/08"	51134	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Sep., 2004"	"2004/09"	50292	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Oct., 2004"	"2004/10"	55313	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Nov., 2004"	"2004/11"	54544	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Dec., 2004"	"2004/12"	61124	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Jan., 2005"	"2005/01"	67683	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Feb., 2005"	"2005/02"	65190	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Mar., 2005"	"2005/03"	70128	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Apr., 2005"	"2005/04"	59314	Not Applicable	Not Applicable
	"85+ years"	"85+"	"May, 2005"	"2005/05"	56062	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Jun., 2005"	"2005/06"	51190	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Jul., 2005"	"2005/07"	51862	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Aug., 2005"	"2005/08"	52186	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Sep., 2005"	"2005/09"	51449	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Oct., 2005"	"2005/10"	56263	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Nov., 2005"	"2005/11"	57179	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Dec., 2005"	"2005/12"	64663	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Jan., 2006"	"2006/01"	65461	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Feb., 2006"	"2006/02"	59470	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Mar., 2006"	"2006/03"	66781	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Apr., 2006"	"2006/04"	58781	Not Applicable	Not Applicable
	"85+ years"	"85+"	"May, 2006"	"2006/05"	56470	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Jun., 2006"	"2006/06"	52676	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Jul., 2006"	"2006/07"	54157	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Aug., 2006"	"2006/08"	53448	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Sep., 2006"	"2006/09"	53443	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Oct., 2006"	"2006/10"	58535	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Nov., 2006"	"2006/11"	58646	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Dec., 2006"	"2006/12"	64124	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Jan., 2007"	"2007/01"	67516	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Feb., 2007"	"2007/02"	62666	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Mar., 2007"	"2007/03"	65858	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Apr., 2007"	"2007/04"	60313	Not Applicable	Not Applicable
	"85+ years"	"85+"	"May, 2007"	"2007/05"	57644	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Jun., 2007"	"2007/06"	53401	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Jul., 2007"	"2007/07"	54384	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Aug., 2007"	"2007/08"	54125	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Sep., 2007"	"2007/09"	54387	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Oct., 2007"	"2007/10"	58020	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Nov., 2007"	"2007/11"	59782	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Dec., 2007"	"2007/12"	65551	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Jan., 2008"	"2008/01"	69071	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Feb., 2008"	"2008/02"	70611	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Mar., 2008"	"2008/03"	74805	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Apr., 2008"	"2008/04"	63589	Not Applicable	Not Applicable
	"85+ years"	"85+"	"May, 2008"	"2008/05"	59929	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Jun., 2008"	"2008/06"	55094	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Jul., 2008"	"2008/07"	55065	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Aug., 2008"	"2008/08"	54950	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Sep., 2008"	"2008/09"	54435	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Oct., 2008"	"2008/10"	59703	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Nov., 2008"	"2008/11"	60633	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Dec., 2008"	"2008/12"	66806	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Jan., 2009"	"2009/01"	68740	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Feb., 2009"	"2009/02"	61740	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Mar., 2009"	"2009/03"	66532	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Apr., 2009"	"2009/04"	61561	Not Applicable	Not Applicable
	"85+ years"	"85+"	"May, 2009"	"2009/05"	59434	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Jun., 2009"	"2009/06"	55772	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Jul., 2009"	"2009/07"	57116	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Aug., 2009"	"2009/08"	56101	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Sep., 2009"	"2009/09"	56227	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Oct., 2009"	"2009/10"	62569	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Nov., 2009"	"2009/11"	60221	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Dec., 2009"	"2009/12"	67165	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Jan., 2010"	"2010/01"	70292	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Feb., 2010"	"2010/02"	62942	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Mar., 2010"	"2010/03"	68895	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Apr., 2010"	"2010/04"	62527	Not Applicable	Not Applicable
	"85+ years"	"85+"	"May, 2010"	"2010/05"	62118	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Jun., 2010"	"2010/06"	57692	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Jul., 2010"	"2010/07"	59547	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Aug., 2010"	"2010/08"	59063	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Sep., 2010"	"2010/09"	59659	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Oct., 2010"	"2010/10"	64548	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Nov., 2010"	"2010/11"	64998	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Dec., 2010"	"2010/12"	73193	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Jan., 2011"	"2011/01"	76820	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Feb., 2011"	"2011/02"	68665	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Mar., 2011"	"2011/03"	72219	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Apr., 2011"	"2011/04"	65787	Not Applicable	Not Applicable
	"85+ years"	"85+"	"May, 2011"	"2011/05"	64541	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Jun., 2011"	"2011/06"	60417	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Jul., 2011"	"2011/07"	61203	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Aug., 2011"	"2011/08"	60590	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Sep., 2011"	"2011/09"	59778	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Oct., 2011"	"2011/10"	65115	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Nov., 2011"	"2011/11"	65470	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Dec., 2011"	"2011/12"	69940	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Jan., 2012"	"2012/01"	73409	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Feb., 2012"	"2012/02"	67837	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Mar., 2012"	"2012/03"	71234	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Apr., 2012"	"2012/04"	66312	Not Applicable	Not Applicable
	"85+ years"	"85+"	"May, 2012"	"2012/05"	64612	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Jun., 2012"	"2012/06"	61056	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Jul., 2012"	"2012/07"	62192	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Aug., 2012"	"2012/08"	62956	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Sep., 2012"	"2012/09"	62630	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Oct., 2012"	"2012/10"	67838	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Nov., 2012"	"2012/11"	68554	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Dec., 2012"	"2012/12"	76677	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Jan., 2013"	"2013/01"	90825	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Feb., 2013"	"2013/02"	72608	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Mar., 2013"	"2013/03"	75928	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Apr., 2013"	"2013/04"	67978	Not Applicable	Not Applicable
	"85+ years"	"85+"	"May, 2013"	"2013/05"	65265	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Jun., 2013"	"2013/06"	61198	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Jul., 2013"	"2013/07"	62041	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Aug., 2013"	"2013/08"	62397	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Sep., 2013"	"2013/09"	61450	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Oct., 2013"	"2013/10"	66414	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Nov., 2013"	"2013/11"	66818	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Dec., 2013"	"2013/12"	72276	Not Applicable	Not Applicable
	"85+ years"	"85+"	"Jan., 2014"	"2014/01"	75953	Not Applicable	Not Applicable
