DATE,USREC
01-12-94,0
01-01-95,0
01-02-95,0
01-03-95,0
01-04-95,0
01-05-95,0
01-06-95,0
01-07-95,0
01-08-95,0
01-09-95,0
01-10-95,0
01-11-95,0
01-12-95,0
01-01-96,0
01-02-96,0
01-03-96,0
01-04-96,0
01-05-96,0
01-06-96,0
01-07-96,0
01-08-96,0
01-09-96,0
01-10-96,0
01-11-96,0
01-12-96,0
01-01-97,0
01-02-97,0
01-03-97,0
01-04-97,0
01-05-97,0
01-06-97,0
01-07-97,0
01-08-97,0
01-09-97,0
01-10-97,0
01-11-97,0
01-12-97,0
01-01-98,0
01-02-98,0
01-03-98,0
01-04-98,0
01-05-98,0
01-06-98,0
01-07-98,0
01-08-98,0
01-09-98,0
01-10-98,0
01-11-98,0
01-12-98,0
01-01-99,0
01-02-99,0
01-03-99,0
01-04-99,0
01-05-99,0
01-06-99,0
01-07-99,0
01-08-99,0
01-09-99,0
01-10-99,0
01-11-99,0
01-12-99,0
01-01-00,0
01-02-00,0
01-03-00,0
01-04-00,0
01-05-00,0
01-06-00,0
01-07-00,0
01-08-00,0
01-09-00,0
01-10-00,0
01-11-00,0
01-12-00,0
01-01-01,0
01-02-01,0
01-03-01,0
01-04-01,1
01-05-01,1
01-06-01,1
01-07-01,1
01-08-01,1
01-09-01,1
01-10-01,1
01-11-01,1
01-12-01,0
01-01-02,0
01-02-02,0
01-03-02,0
01-04-02,0
01-05-02,0
01-06-02,0
01-07-02,0
01-08-02,0
01-09-02,0
01-10-02,0
01-11-02,0
01-12-02,0
01-01-03,0
01-02-03,0
01-03-03,0
01-04-03,0
01-05-03,0
01-06-03,0
01-07-03,0
01-08-03,0
01-09-03,0
01-10-03,0
01-11-03,0
01-12-03,0
01-01-04,0
01-02-04,0
01-03-04,0
01-04-04,0
01-05-04,0
01-06-04,0
01-07-04,0
01-08-04,0
01-09-04,0
01-10-04,0
01-11-04,0
01-12-04,0
01-01-05,0
01-02-05,0
01-03-05,0
01-04-05,0
01-05-05,0
01-06-05,0
01-07-05,0
01-08-05,0
01-09-05,0
01-10-05,0
01-11-05,0
01-12-05,0
01-01-06,0
01-02-06,0
01-03-06,0
01-04-06,0
01-05-06,0
01-06-06,0
01-07-06,0
01-08-06,0
01-09-06,0
01-10-06,0
01-11-06,0
01-12-06,0
01-01-07,0
01-02-07,0
01-03-07,0
01-04-07,0
01-05-07,0
01-06-07,0
01-07-07,0
01-08-07,0
01-09-07,0
01-10-07,0
01-11-07,0
01-12-07,0
01-01-08,1
01-02-08,1
01-03-08,1
01-04-08,1
01-05-08,1
01-06-08,1
01-07-08,1
01-08-08,1
01-09-08,1
01-10-08,1
01-11-08,1
01-12-08,1
01-01-09,1
01-02-09,1
01-03-09,1
01-04-09,1
01-05-09,1
01-06-09,1
01-07-09,0
01-08-09,0
01-09-09,0
01-10-09,0
01-11-09,0
01-12-09,0
01-01-10,0
01-02-10,0
01-03-10,0
01-04-10,0
01-05-10,0
01-06-10,0
01-07-10,0
01-08-10,0
01-09-10,0
01-10-10,0
01-11-10,0
01-12-10,0
01-01-11,0
01-02-11,0
01-03-11,0
01-04-11,0
01-05-11,0
01-06-11,0
01-07-11,0
01-08-11,0
01-09-11,0
01-10-11,0
01-11-11,0
01-12-11,0
01-01-12,0
01-02-12,0
01-03-12,0
01-04-12,0
01-05-12,0
01-06-12,0
01-07-12,0
01-08-12,0
01-09-12,0
01-10-12,0
01-11-12,0
01-12-12,0
01-01-13,0
01-02-13,0
01-03-13,0
01-04-13,0
01-05-13,0
01-06-13,0
01-07-13,0
01-08-13,0
01-09-13,0
01-10-13,0
01-11-13,0
01-12-13,0
01-01-14,0
01-02-14,0
01-03-14,0
01-04-14,0
01-05-14,0
01-06-14,0
01-07-14,0
01-08-14,0
01-09-14,0
01-10-14,0
01-11-14,0
01-12-14,0
01-01-15,0
01-02-15,0
01-03-15,0
01-04-15,0
01-05-15,0
01-06-15,0
01-07-15,0
01-08-15,0
01-09-15,0
01-10-15,0
01-11-15,0
01-12-15,0
01-01-16,0
01-02-16,0
01-03-16,0
01-04-16,0
01-05-16,0
01-06-16,0
01-07-16,0
01-08-16,0
01-09-16,0
01-10-16,0
01-11-16,0
01-12-16,0
01-01-17,0
01-02-17,0
01-03-17,0
01-04-17,0
01-05-17,0
01-06-17,0
01-07-17,0
01-08-17,0
01-09-17,0
01-10-17,0
01-11-17,0
01-12-17,0
01-01-18,0
01-02-18,0
01-03-18,0
01-04-18,0
01-05-18,0
01-06-18,0
01-07-18,0
01-08-18,0
01-09-18,0
01-10-18,0
01-11-18,0
01-12-18,0
01-01-19,0
01-02-19,0
01-03-19,0
01-04-19,0
01-05-19,0
01-06-19,0
01-07-19,0
01-08-19,0
01-09-19,0
01-10-19,0
01-11-19,0
01-12-19,0
01-01-20,0
01-02-20,0
01-03-20,0
