Date,Category,Net worth,Assets,Real estate,Consumer durables,Corporate equities and mutual fund shares,Pension entitlements,Private businesses,Other assets,Liabilities,Home mortgages,Consumer credit,Other liabilities
2006:Q2,Millennial,450776,603244,224238,72457,61518,0,113248,131783,152468,83164,69043,261
2006:Q3,Silent,27926605,29871225,8096658,1371325,5462018,5141010,3509033,6291181,1944621,1382963,366100,195557
2006:Q3,BabyBoom,30119614,36630344,11549870,1892029,5357613,8607189,4366971,4856672,6510730,5207708,1095422,207601
2006:Q3,GenX,5289480,9321504,4271567,908776,826431,1407954,878399,1028377,4032024,3151952,860700,19372
2006:Q3,Millennial,417050,551741,128951,86318,67896,0,120139,148436,134690,45094,89220,376
2006:Q4,Silent,28109901,30098991,8050495,1368595,5709355,5181858,3484902,6303785,1989089,1393348,369625,226116
2006:Q4,BabyBoom,30931363,37502349,11603794,1896709,5869988,8865034,4455645,4811180,6570986,5246546,1095628,228812
2006:Q4,GenX,5757753,9895342,4358034,933594,1000356,1476866,956424,1170068,4137589,3241987,871142,24461
2006:Q4,Millennial,372824,553277,129784,99610,58009,0,122152,143722,180452,59444,120321,687
2007:Q1,Silent,28150894,30110428,7781309,1340844,5873493,5171161,3538518,6405103,1959534,1385208,358189,216137
2007:Q1,BabyBoom,31706270,38233632,11423429,1926289,6184856,9006743,4440072,5252243,6527362,5234574,1075958,216829
2007:Q1,GenX,5801201,10119574,4472959,975958,1087159,1554751,966630,1062117,4318374,3418237,875931,24206
2007:Q1,Millennial,399296,635575,220076,101472,51608,254,124363,137802,236279,105401,130094,785
2007:Q2,Silent,28043639,30050512,7679884,1332837,6031612,5218512,3483395,6304272,2006873,1388426,362664,255782
2007:Q2,BabyBoom,32195699,38772437,11277709,1935801,6485728,9253264,4419070,5400865,6576738,5271113,1073696,231928
2007:Q2,GenX,5970152,10416548,4547091,1009393,1160232,1627725,1028808,1043299,4446396,3538037,883041,25318
2007:Q2,Millennial,391290,690411,238425,113284,45087,17067,122899,153649,299121,140764,157564,793
2007:Q3,Silent,28445876,30455843,7697329,1331497,6075712,5229770,3506415,6615121,2009967,1402963,363796,243208
2007:Q3,BabyBoom,32330976,38989312,11026094,1936829,6522154,9409702,4370510,5724022,6658336,5337926,1102979,217431
2007:Q3,GenX,6081869,10657702,4596353,1035029,1113918,1690895,1051687,1169819,4575833,3620393,924758,30683
2007:Q3,Millennial,291205,615627,213046,124002,41050,30304,120245,86981,324422,159062,164019,1341
2007:Q4,Silent,27778398,29749123,7348615,1299120,5740141,5172203,3393753,6795291,1970725,1363777,357565,249382
2007:Q4,BabyBoom,32322707,39018134,10990681,1990581,6214972,9447619,4404447,5969835,6695427,5310368,1139844,245215
2007:Q4,GenX,5996728,10709677,4550675,1063686,1037485,1739650,1020947,1297234,4712948,3726330,954844,31774
2007:Q4,Millennial,334840,718897,311193,120555,44836,42071,110919,89323,384057,225406,157223,1427
2008:Q1,Silent,27009077,28974305,7094115,1283860,5254964,5082030,3258475,7000861,1965228,1359386,335000,270842
2008:Q1,BabyBoom,31928806,38702370,10824048,2039472,5735095,9307523,4246588,6549644,6773565,5344034,1157836,271694
2008:Q1,GenX,5250934,10039654,4344131,1086283,893445,1734530,905185,1076081,4788721,3770739,984054,33927
2008:Q1,Millennial,301694,651922,246877,112869,31748,65872,86965,107591,350229,223444,125117,1668
2008:Q2,Silent,26419649,28352917,7014081,1290128,5002241,5047256,3084948,6914263,1933268,1398330,320256,214682
2008:Q2,BabyBoom,31628154,38443336,10626964,2051103,5607281,9360581,4101358,6696050,6815182,5401059,1172496,241627
2008:Q2,GenX,4894133,9683895,4118681,1084995,876062,1793824,862113,948219,4789762,3770972,985599,33191
2008:Q2,Millennial,335616,592938,152922,121582,31633,76751,75898,134152,257322,113523,142102,1696
2008:Q3,Silent,25695252,27640797,6782357,1264246,4551914,4842352,3088524,7111404,1945545,1349161,304082,292302
2008:Q3,BabyBoom,30672305,37526654,10295396,2090175,4834576,9320833,3997514,6988161,6854349,5351245,1199881,303223
2008:Q3,GenX,4317996,9138667,4036742,1103667,582661,1764929,785712,864957,4820671,3749700,1030685,40286
2008:Q3,Millennial,401999,718267,219778,118681,60198,101267,76119,142223,316268,204719,109165,2384
2008:Q4,Silent,25135257,26802162,6462445,1215117,3818367,4526296,3107114,7672824,1666905,1289805,268051,109049
2008:Q4,BabyBoom,28550304,35307080,10029759,2129303,3715965,9135031,3720098,6576924,6756776,5246085,1265212,245479
2008:Q4,GenX,3911580,8776481,4005189,1112353,182364,1695072,585728,1195775,4864901,3739240,1077438,48223
2008:Q4,Millennial,465919,805453,289127,108483,65245,122278,56758,163562,339533,303193,33088,3253
2009:Q1,Silent,24773991,26323396,6211436,1186516,3496043,4357976,3062241,8009184,1549405,1247114,248586,53705
2009:Q1,BabyBoom,28330435,35024445,9877717,2141423,3263558,9145605,3478482,7117660,6694010,5208240,1234521,251249
2009:Q1,GenX,3392861,8265332,3918751,1108492,24670,1729391,491563,992465,4872471,3734274,1087697,50500
2009:Q1,Millennial,320339,719550,258234,114849,85928,126645,56746,77148,399211,388754,7338,3119
2009:Q2,Silent,24407504,25989447,6120172,1190241,3763869,4547800,2722105,7645260,1581944,1261578,251268,69098
2009:Q2,BabyBoom,28921008,35569269,9672959,2121785,4213127,9326772,3313066,6921561,6648260,5219030,1173089,256141
2009:Q2,GenX,4015866,8845255,3811708,1093347,405052,1863957,552826,1118365,4829389,3726330,1048955,54104
2009:Q2,Millennial,355513,775938,241896,142602,70772,140750,49913,130006,420426,341378,75561,3486
2009:Q3,Silent,24166027,25781833,6098131,1199925,4005789,4710743,2422993,7344252,1615807,1259689,259706,96411
2009:Q3,BabyBoom,30450316,37071918,9532091,2088562,5151768,9583890,3263018,7452591,6621602,5230647,1123283,267672
2009:Q3,GenX,4412938,9168837,3709642,1067386,789349,1989335,636377,976748,4755899,3657293,1043822,54784
2009:Q3,Millennial,310297,789448,211067,175037,53015,158329,44120,147881,479151,343490,131899,3762
2009:Q4,Silent,23691455,25296060,5868394,1172508,3973858,4733756,2289587,7257958,1604606,1225665,256076,122865
2009:Q4,BabyBoom,30352575,36861520,9386216,2113978,5393452,9748033,3298585,6921257,6508945,5139299,1092743,276904
2009:Q4,GenX,5269212,10041126,3771905,1086373,897981,2046602,681815,1556450,4771914,3680104,1036833,54977
2009:Q4,Millennial,378693,949469,323777,187161,54197,184813,43584,155936,570776,397522,169365,3889
2010:Q1,Silent,23275836,24860773,5763679,1160190,3980546,4721968,2186246,7048143,1584936,1214625,247219,123092
2010:Q1,BabyBoom,31732577,38151053,9334729,2106287,5717641,10059800,3365312,7567284,6418475,5067221,1030686,320568
2010:Q1,GenX,5299578,10008697,3782809,1075419,1040345,2172033,724894,1213197,4709119,3628774,1006977,73368
2010:Q1,Millennial,420438,1036121,377179,208807,54278,182159,44636,169062,615683,401692,208160,5831
2010:Q2,Silent,22827178,24398878,5593315,1129452,3671334,4519697,2353500,7131580,1571700,1210963,220439,140299
2010:Q2,BabyBoom,31578471,37963564,9316629,2118596,5225046,10141399,3510244,7651650,6385093,5004173,1047635,333285
2010:Q2,GenX,5076480,9792356,3798368,1067590,859848,2266673,675660,1124216,4715876,3629987,1012032,73858
2010:Q2,Millennial,540371,1144235,452858,215170,75257,158541,52904,189505,603864,399482,198299,6083
2010:Q3,Silent,22552667,24135244,5422326,1126776,3848610,4591823,2235782,6909927,1582577,1216074,222710,143793
2010:Q3,BabyBoom,33252638,39579271,9483621,2101091,5989937,10546691,3702552,7755380,6326633,4968590,1020946,337097
2010:Q3,GenX,5693834,10357387,3695549,1049043,1184796,2440610,758000,1229389,4663553,3586816,1008187,68550
2010:Q3,Millennial,478507,1130802,410586,243371,62329,149163,53621,211732,652295,394671,251944,5680
2010:Q4,Silent,22666719,24233706,5305814,1104511,4099144,4621266,2178134,6924837,1566987,1146989,232141,187857
2010:Q4,BabyBoom,33666078,39904847,9149794,2104750,6555759,10940124,3758836,7395583,6238769,4831625,1068545,338599
2010:Q4,GenX,6796967,11470328,3819546,1067562,1423799,2573205,893990,1692227,4673361,3561567,1039985,71810
2010:Q4,Millennial,503827,1269681,488330,258619,60471,158532,56593,247136,765854,453223,306140,6491
2011:Q1,Silent,22672537,24245995,5215901,1098506,4287164,4639151,2139318,6865955,1573458,1128431,227036,217991
2011:Q1,BabyBoom,34467804,40632339,8860215,2113473,6970044,11138329,3780792,7769486,6164535,4799142,1028720,336673
2011:Q1,GenX,6929419,11614741,3839565,1087375,1611165,2643732,996821,1436083,4685322,3580986,1031615,72722
2011:Q1,Millennial,589360,1367195,531459,268886,61453,186801,59537,259058,777835,429803,341045,6986
2011:Q2,Silent,22633188,24133346,5008609,1063767,4306095,4593353,2172182,6989340,1500157,1067405,219603,213149
2011:Q2,BabyBoom,34526654,40579516,8628787,2150855,6929600,11233598,3797959,7838718,6052861,4688818,1040597,323447
2011:Q2,GenX,7266948,11998110,3995256,1125309,1618467,2700337,1060534,1498206,4731161,3622769,1035843,72549
2011:Q2,Millennial,720559,1583268,699603,269118,74869,208826,64444,266408,862709,498332,357148,7229
2011:Q3,Silent,22786194,24218949,5117596,1071650,3902951,4357825,2384721,7384206,1432755,1084834,186810,161111
2011:Q3,BabyBoom,33302757,39459749,8720643,2163704,5721886,11042732,3728074,8082710,6156991,4742194,1103957,310840
2011:Q3,GenX,6556758,11298502,3886418,1132070,1146077,2679971,1014404,1439562,4741744,3571870,1087146,82728
2011:Q3,Millennial,723554,1482792,526513,263205,122851,228698,74494,267031,759238,426048,324574,8616
2011:Q4,Silent,22789936,24172889,4963829,1055856,4090594,4399968,2298876,7363767,1382953,1042276,195857,144819
2011:Q4,BabyBoom,33723228,39807313,8640536,2162974,6120243,11297580,3850258,7735721,6084085,4671662,1097268,315155
2011:Q4,GenX,7425123,12196801,3938913,1144431,1343592,2726359,1161306,1882201,4771678,3593524,1086775,91380
2011:Q4,Millennial,764154,1621172,561206,281437,125125,277350,77515,298538,857017,470288,376661,10068
2012:Q1,Silent,22596995,23959673,4698801,1023771,4420474,4472442,2171813,7172372,1362678,994189,200634,167855
2012:Q1,BabyBoom,35203978,41109657,8429879,2182395,6912591,11661429,3953775,7969587,5905679,4546861,1044043,314774
2012:Q1,GenX,7997571,12817146,4079085,1176330,1715210,2836148,1316411,1693962,4819574,3668637,1060232,90705
2012:Q1,Millennial,886840,1847035,721532,296544,116521,306876,79957,325605,960196,509086,440579,10531
2012:Q2,Silent,22665085,23979364,4749084,1021247,4343868,4373892,2240548,7250723,1314279,987822,185994,140463
2012:Q2,BabyBoom,35074827,41005857,8492730,2182731,6573669,11664768,3977523,8114436,5931029,4543183,1076431,311415
2012:Q2,GenX,7910950,12730892,4149020,1181464,1617640,2857473,1361156,1564139,4819942,3644241,1078367,97334
2012:Q2,Millennial,976598,1923131,720391,303652,141318,338678,87574,331517,946533,484800,450127,11606
2012:Q3,Silent,22920389,24227426,4791432,1020316,4519137,4387832,2217775,7290933,1307036,959552,191597,155887
2012:Q3,BabyBoom,35936898,41866552,8632385,2172874,6961559,11891825,4144162,8063746,5929653,4524359,1084742,320552
2012:Q3,GenX,8661430,13473411,4230379,1186970,1834996,2937572,1493254,1790240,4811981,3619537,1095744,96700
2012:Q3,Millennial,981484,1985245,697929,320573,142549,370805,92935,360454,1003762,512499,478983,12280
2012:Q4,Silent,23102366,24411474,4783404,1007599,4562822,4338920,2254013,7464716,1309108,957554,174302,177252
2012:Q4,BabyBoom,36253568,42197225,8724089,2184954,6966460,11991116,4205253,8125354,5943658,4493769,1120159,329730
2012:Q4,GenX,9057075,13910948,4331096,1208517,1896119,3021400,1565583,1888233,4853873,3650372,1105523,97979
2012:Q4,Millennial,1059240,2048222,707077,326416,156733,387448,100238,370311,988982,462226,513589,13167
2013:Q1,Silent,23084894,24306519,4712269,985538,4879808,4315570,2119171,7294162,1221625,855888,199529,166209
2013:Q1,BabyBoom,37943364,43768000,8833335,2187115,7783402,12550835,4340698,8072616,5824636,4395885,1083877,344875
2013:Q1,GenX,10118776,14953398,4579789,1233777,2312683,3190867,1731684,1904599,4834622,3623258,1112957,98407
2013:Q1,Millennial,1048356,2226665,844715,344524,143317,395339,102331,396439,1178310,646076,518134,14099
2013:Q2,Silent,23058927,24239137,4775779,980241,4915649,4213393,2125892,7228183,1180210,834327,198297,147587
2013:Q2,BabyBoom,38736420,44586829,9140650,2173375,7793277,12912562,4510954,8056012,5850409,4386489,1104286,359635
2013:Q2,GenX,10361214,15205721,4709677,1242973,2391371,3324676,1857901,1679123,4844507,3621580,1119279,103649
2013:Q2,Millennial,1087534,2287486,828519,359055,155304,401703,109117,433788,1199952,644997,539076,15880
2013:Q3,Silent,23361333,24538763,4890844,995838,5093191,4168404,2097782,7292705,1177430,838561,202208,136661
2013:Q3,BabyBoom,40004036,45951220,9632866,2147326,8218238,13421663,4720237,7810890,5947184,4450227,1122666,374291
2013:Q3,GenX,11277884,16136208,4732904,1249455,2655743,3551782,2018360,1927964,4858324,3611970,1145305,101049
2013:Q3,Millennial,1024472,2198678,711953,376319,154235,381212,115869,459091,1174206,596773,560993,16440
2013:Q4,Silent,23281486,24516459,5003984,999770,5278067,4196403,2070587,6967649,1234973,841276,218997,174700
2013:Q4,BabyBoom,41466793,47324234,9594057,2139143,8915842,13997811,4952271,7725110,5857441,4394306,1092106,371029
2013:Q4,GenX,12048847,16894123,4896054,1226650,2862126,3693876,2072851,2142565,4845276,3600494,1138100,106682
2013:Q4,Millennial,1161042,2466793,828268,414010,152237,396738,118312,557229,1305751,645104,642211,18436
2014:Q1,Silent,23269928,24478862,4954289,974955,5377393,4203221,2102651,6866354,1208934,823172,212667,173095
2014:Q1,BabyBoom,42673023,48368289,9596154,2151644,9355703,14118785,4978536,8167466,5695266,4280629,1062141,352496
2014:Q1,GenX,12171075,17050211,5069844,1218797,2964809,3741241,2036472,2019048,4879136,3626115,1144456,108566
2014:Q1,Millennial,1343658,2756870,1003810,439613,158150,431122,121789,602387,1413212,715327,678615,19270
2014:Q2,Silent,23279615,24554124,5017331,973356,5542946,4231606,2098355,6690530,1274509,829505,217456,227547
2014:Q2,BabyBoom,43916030,49569009,9794488,2155640,9971433,14328584,5091106,8227757,5652979,4232533,1058218,362228
2014:Q2,GenX,12537313,17428515,5157955,1212372,3147858,3780430,2050429,2079470,4891202,3633685,1150261,107256
2014:Q2,Millennial,1443556,2942187,1057474,467995,159066,481185,125001,651465,1498631,739146,739159,20326
2014:Q3,Silent,23130849,24405202,4995205,954429,5431630,4197825,2205465,6620648,1274353,816110,212767,245476
2014:Q3,BabyBoom,44502234,50089109,9949822,2177025,9800814,14359785,5265531,8536132,5586875,4157556,1070530,358788
2014:Q3,GenX,12303806,17267779,5296006,1219773,3002581,3766332,2045098,1937989,4963973,3672313,1186416,105244
2014:Q3,Millennial,1629365,3223787,1175212,488617,183632,541179,132117,703030,1594422,799179,774445,20799
2014:Q4,Silent,23107626,24351109,4904415,933102,5530398,4194704,2248448,6540041,1243483,788335,220013,235135
2014:Q4,BabyBoom,45563954,51048241,10030067,2186520,10217475,14542534,5490236,8581408,5484286,4063623,1069828,350834
2014:Q4,GenX,12849798,17873974,5433691,1223001,3110904,3774513,2086090,2245774,5024176,3718073,1198097,108005
2014:Q4,Millennial,1787055,3519513,1317574,516702,190644,606485,137919,750189,1732458,885541,824566,22350
2015:Q1,Silent,23226571,24429229,4860738,913177,5614158,4191995,2348521,6500641,1202658,757838,216458,228362
2015:Q1,BabyBoom,46892511,52258507,10162280,2203845,10596924,14660162,5672200,8963096,5365996,3969531,1049513,346952
2015:Q1,GenX,13058935,18110014,5564807,1230205,3207553,3851084,2086535,2169830,5051079,3725229,1214401,111450
2015:Q1,Millennial,1913168,3749120,1433868,537895,197856,634094,145183,800224,1835952,974504,837182,24267
2015:Q2,Silent,23067346,24257882,4852102,893809,5567888,4159762,2426999,6357322,1190536,738061,212837,239638
2015:Q2,BabyBoom,47377739,52708067,10361756,2239151,10607391,14704670,5792371,9002729,5330328,3906416,1071371,352541
2015:Q2,GenX,12969061,18101045,5702268,1253797,3152954,3881430,2071314,2039282,5131984,3777200,1240185,114598
2015:Q2,Millennial,2081887,4022235,1530538,553320,216388,678303,151912,891774,1940348,1045972,867994,26382
2015:Q3,Silent,23114484,24259027,5031106,902389,5187398,4070548,2628589,6438998,1144544,767708,189628,187207
2015:Q3,BabyBoom,46829078,52232210,10670589,2255064,9698698,14460610,5861254,9285995,5403132,3956025,1118966,328141
2015:Q3,GenX,12330990,17516706,5705901,1252576,2720031,3877490,1983335,1977373,5185716,3762957,1300812,121947
2015:Q3,Millennial,2189898,4111082,1469828,562604,259987,713192,162744,942727,1921184,1026212,866062,28910
2015:Q4,Silent,22993029,24165877,5116759,915702,5299285,4098244,2565972,6169915,1172848,782538,202707,187603
2015:Q4,BabyBoom,47694765,53056771,10874212,2250215,10138725,14671161,6006852,9115607,5362007,3978180,1048777,335050
2015:Q4,GenX,12964587,18144129,5746598,1248091,2852859,3892624,2032594,2371363,5179541,3784494,1264179,130868
2015:Q4,Millennial,2366768,4329232,1479449,591959,267204,787697,165831,1037092,1962464,1034402,895334,32728
2016:Q1,Silent,22940841,24065150,5071646,898000,5278868,4089912,2560443,6166283,1124310,750504,201081,172725
2016:Q1,BabyBoom,48601827,53851916,10970284,2282024,10213326,14773041,6036027,9577213,5250089,3895291,1029103,325696
2016:Q1,GenX,12956165,18180359,5870315,1267792,2837198,3959227,2010039,2235788,5224194,3805908,1281323,136962
2016:Q1,Millennial,2497393,4566512,1595859,609760,284653,823441,170670,1082129,2069119,1124803,908760,35556
2016:Q2,Silent,22823363,23913249,5010631,862054,5349589,4090017,2579263,6021694,1089886,697176,204965,187746
2016:Q2,BabyBoom,49748010,54888090,11093472,2315026,10555822,14909719,6185611,9828440,5140080,3780203,1038367,321510
2016:Q2,GenX,13139116,18470873,6120103,1286975,2935715,4020012,2016751,2091317,5331757,3893303,1301140,137315
2016:Q2,Millennial,2641930,4885418,1798963,631539,292894,866633,175825,1119565,2243488,1262100,943969,37419
2016:Q3,Silent,23146448,24320487,5359602,904079,5480842,4099080,2595644,5881240,1174039,751545,210746,211748
2016:Q3,BabyBoom,51036929,56296098,11361819,2298018,11063483,15121298,6407328,10044153,5259170,3898426,1042450,318294
2016:Q3,GenX,13524112,18854948,6117386,1262778,3104409,4094188,2047547,2228640,5330835,3859156,1333236,138444
2016:Q3,Millennial,2657132,4882613,1689678,657887,297288,910325,181267,1146167,2225481,1198539,987389,39553
2016:Q4,Silent,23305524,24477503,5447304,916246,5638898,4058344,2580523,5836187,1171979,768043,216171,187765
2016:Q4,BabyBoom,51412772,56746342,11730157,2284511,11353916,15221969,6475917,9679872,5333570,3952306,1059490,321773
2016:Q4,GenX,14043161,19386405,6154138,1277379,3222132,4083301,2098327,2551127,5343244,3859614,1348604,135025
2016:Q4,Millennial,2732015,4969861,1615517,677200,303440,989820,185843,1198041,2237846,1178787,1019878,39181
2017:Q1,Silent,23538692,24715169,5470439,915279,5873803,4059947,2509656,5886044,1176476,764886,225072,186518
2017:Q1,BabyBoom,52776108,58084754,11953130,2294912,11844628,15529599,6550141,9912345,5308646,3952820,1027311,328515
2017:Q1,GenX,14497607,19870186,6300180,1312730,3424270,4165230,2171305,2496471,5372579,3900424,1342113,130042
2017:Q1,Millennial,2827387,5102905,1648416,695983,306759,1041864,189529,1220355,2275517,1191518,1045586,38413
2017:Q2,Silent,23881011,25075834,5634222,920022,6064874,4040868,2552125,5863723,1194823,774002,229536,191285
2017:Q2,BabyBoom,53712024,59093931,12295924,2277816,12221700,15742060,6724702,9831729,5381907,3995697,1038520,347690
2017:Q2,GenX,14841066,20245798,6381199,1316737,3582074,4256733,2231676,2477380,5404732,3922085,1350643,132004
2017:Q2,Millennial,2829453,5135283,1565020,717626,313192,1078599,197769,1263076,2305830,1188718,1076940,40172
2017:Q3,Silent,24279164,25496757,5810755,934052,6289661,4033850,2534454,5893985,1217594,795406,236614,185574
2017:Q3,BabyBoom,54832518,60283219,12603028,2262878,12720413,15995414,6874364,9827120,5450701,4062500,1038365,349836
2017:Q3,GenX,15313923,20753304,6469159,1322630,3792941,4331099,2299709,2537767,5439382,3942996,1367354,129032
2017:Q3,Millennial,2851150,5164752,1502690,739663,313667,1129614,202285,1276833,2313602,1162523,1111136,39943
2017:Q4,Silent,24590661,25883457,5986216,958734,6577612,4029572,2490555,5840767,1292796,826618,250971,215207
2017:Q4,BabyBoom,56202434,61755189,12862514,2249323,13391427,16303655,7090382,9857887,5552755,4144580,1038714,369461
2017:Q4,GenX,16022092,21471524,6524967,1331302,4076758,4365949,2404168,2768380,5449432,3952645,1370394,126393
2017:Q4,Millennial,2934087,5258291,1432263,763266,310616,1207540,206545,1338062,2324204,1115609,1168171,40424
2018:Q1,Silent,24787564,26081389,6055461,954475,6568437,3978054,2541165,5983797,1293825,836922,238032,218871
2018:Q1,BabyBoom,56735419,62294412,13040894,2272434,13243250,16322156,7113414,10302264,5558993,4158972,1023812,376210
2018:Q1,GenX,15934243,21418303,6587246,1360928,4021880,4435222,2390931,2622096,5484060,3983362,1373540,127159
2018:Q1,Millennial,2989335,5302318,1397830,771996,330501,1236171,214116,1351704,2312983,1097315,1174158,41510
2018:Q2,Silent,25051549,26357330,6220052,962750,6699497,3941253,2574430,5959347,1305781,850312,243314,212155
2018:Q2,BabyBoom,57775946,63386177,13359826,2277728,13470449,16523322,7320405,10434446,5610231,4205673,1024189,380369
2018:Q2,GenX,16251367,21768173,6669320,1379561,4123083,4485298,2459843,2651069,5516806,4015190,1373275,128341
2018:Q2,Millennial,3028811,5368687,1336565,789488,342492,1293011,222627,1384504,2339876,1085677,1211437,42762
2018:Q3,Silent,25113340,26453792,6353220,978783,6971941,3925668,2410503,5813676,1340451,864130,262658,213663
2018:Q3,BabyBoom,59284528,64942383,13622569,2275711,14118833,16831008,7388948,10705313,5657855,4257285,1019743,380827
2018:Q3,GenX,16711053,22275893,6750498,1397220,4400987,4455791,2551343,2720053,5564839,4053090,1386534,125215
2018:Q3,Millennial,3092824,5481117,1298497,814270,339903,1406216,221499,1400731,2388293,1075624,1270201,42468
2018:Q4,Silent,25223395,26507312,6535703,975383,6166289,3777814,2795846,6256278,1283917,896462,207681,179774
2018:Q4,BabyBoom,56349605,62196978,13863305,2322439,11773605,16200828,7308043,10728760,5847374,4345833,1110528,391013
2018:Q4,GenX,15577211,21209594,6768586,1424510,3435306,4547210,2354881,2679099,5632383,4038702,1455504,138178
2018:Q4,Millennial,3196994,5509808,1215167,796955,421410,1351142,243155,1481977,2312813,1028751,1236043,48019
2019:Q1,Silent,25412332,26677687,6457379,958482,6800369,3826802,2582884,6051770,1265355,848144,243486,173725
2019:Q1,BabyBoom,59571474,65244042,14004393,2338351,13422397,16848712,7563831,11066359,5672567,4247668,1041247,383652
2019:Q1,GenX,17085114,22755122,7086998,1464996,4128215,4605042,2540676,2929196,5670009,4115999,1420238,133772
2019:Q1,Millennial,3398122,5866046,1437303,829851,392886,1455417,240449,1510140,2467924,1126117,1294848,46958
2019:Q2,Silent,25523107,26803328,6478834,957163,6977012,3791961,2581789,6016568,1280221,844356,252664,183201
2019:Q2,BabyBoom,60734582,66434501,14136736,2352386,13846085,17145093,7796044,11158157,5699919,4256937,1041754,401227
2019:Q2,GenX,17472253,23199233,7098490,1490655,4314466,4663949,2622655,3009017,5726980,4166209,1422360,138411
2019:Q2,Millennial,3400741,5937789,1389232,848731,393394,1516685,244349,1545398,2537048,1147095,1339764,50190
